name,orcid,link,date
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1371/journal.pone.0237250,2020
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.13075/mp.5893.00822,2019
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1186/s13063-019-3401-9,2019-12
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.3389/fpsyg.2019.02786,2019-12-20
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1016/j.invent.2017.01.001,2017
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1007/s12160-016-9821-9,2017
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1080/10615806.2017.1329932,2017
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1186/s12955-017-0645-5,2017
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.13075/ijomeh.1896.01134,2017-10-09
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1016/j.jenvp.2021.101576,2021
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1177/01461672211054947,2021-12-07
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1111/bjso.12499,2021-09-17
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1177/1368430220959451,2021-08
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1016/j.cobeha.2019.12.013,2020
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1016/j.jrp.2019.103882,2019
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1016/j.jenvp.2018.08.009,2018-10
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1177/0146167218757456,2018-06-27
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1007/s11192-018-2667-0,2018-04
Maria Cyniak-Cieciura,https://orcid.org/0000-0002-6293-8729,https://doi.org/10.1177/1524838019876702,2021-10-24
Maria Cyniak-Cieciura,https://orcid.org/0000-0002-6293-8729,Five-Factor Personality (FFP) traits and PTSD symptoms: results of prospective and cross-sectional studies,2018
Maria Cyniak-Cieciura,https://orcid.org/0000-0002-6293-8729,https://doi.org/10.1016/j.paid.2018.01.036,2018
Maria Cyniak-Cieciura,https://orcid.org/0000-0002-6293-8729,https://doi.org/10.1016/j.eurpsy.2017.02.491,2017
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1016/j.foodqual.2020.104111,2021
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1080/00224545.2020.1867042,2021-09-03
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1037/pspp0000260,2020
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1371/journal.pone.0241464,2020-10-30
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1371/journal.pone.0222492,2019
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1080/17439760.2018.1557244,2019
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1111/jopy.12423,2019
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.24425/119483,2018
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1123/jsep.2017-0244,2018
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,Self-esteem mediates relationships between self-concept clarity and perceptions of the future,2018-06-27
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.5964/spb.v13i1.25501,2018-04-11
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1080/00224545.2017.1282851,2017
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1080/00224545.2017.1282849,2017
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.24425/ppb.2020.133773,2020
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.32872/spb.v14i1.30207,2019-05-15
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.1007/s12144-017-9614-8,2019-04
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.1515/ppb-2017-0025,2017
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.13075/mp.5893.00528,2017
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.1515/ppb-2017-0022,2017
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.1515/ppb-2017-0017,2017
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jad.2021.01.063,2021-01
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jcrimjus.2020.101750,2020
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1017/s003329172000392x,2020-10-02
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/10911359.2019.1648225,2020-02-17
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/01639625.2019.1665221,2019
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/10538712.2019.1592272,2019
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1108/jcs-12-2018-0029,2019
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/01639625.2018.1456723,2019
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.chb.2018.12.028,2019-04
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/01639625.2016.1266887,2018
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.chiabu.2018.02.018,2018
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.3389/fpsyg.2018.01596,2018
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1177/1079063217691966,2018
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.chiabu.2016.12.003,2017
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jcrimjus.2017.03.002,2017
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/14789949.2017.1318161,2017
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1108/jarhe-03-2016-0015,2017
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1177/0886260517741628,2017
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jcrimjus.2017.06.001,2017
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/14999013.2017.1339744,2017
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/01639625.2016.1246034,2017
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.chiabu.2017.06.014,2017
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jcrimjus.2018.03.004,unrecovered
Krystyna Eleonora Drat-Ruszczak,https://orcid.org/0000-0002-8479-632X,https://doi.org/10.1016/j.paid.2020.110060,2020
Joanna Eulalia Dudek,https://orcid.org/0000-0002-7114-8884,https://doi.org/10.1186/s12905-021-01174-y,2021-12
Joanna Eulalia Dudek,https://orcid.org/0000-0002-7114-8884,https://doi.org/10.1016/j.mehy.2020.110435,2021-01
Joanna Eulalia Dudek,https://orcid.org/0000-0002-7114-8884,https://doi.org/10.1080/13548506.2018.1459750,2018
Joanna Eulalia Dudek,https://orcid.org/0000-0002-7114-8884,https://doi.org/10.1515/ppb-2017-0051,2017
Karolina Dukała,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.1111/josi.12392,2020
Karolina Dukała,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.1080/1068316x.2018.1511789,2019
Karolina Dukała,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.7494/human.2019.18.4.31,2019
Karolina Dukała,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.1111/jasp.12598,2019-08
Karolina Dukała,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.3389/fpsyg.2017.00814,2017-06
Karolina Dukała,https://orcid.org/0000-0001-9564-3102,Lie detection - of what?,unrecovered
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://doi.org/10.3389/fpsyg.2019.00624,2019-03-21
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://doi.org/10.1080/13854046.2018.1555282,2019-01-18
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,"Successful BCI communication via high‑frequency SSVEP or visual, audio or tactile P300 in 30 tested volunteers.",2019-01-01
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://doi.org/10.1142/s0129065718500491,2018-10-29
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://doi.org/10.1088/1741-2552/aa836f,2017-12-01
Maciej Andrzej Dymkowski,https://orcid.org/0000-0001-9611-3891,https://doi.org/10.24425/hsm.2019.130583,2019
Maciej Andrzej Dymkowski,https://orcid.org/0000-0001-9611-3891,https://doi.org/10.14691/cppj.24.1.37,2018
Maciej Andrzej Dymkowski,https://orcid.org/0000-0001-9611-3891,O źródłach Holokaustu w świetle badań nad destrukcyjnym posłuszeństwem,2017
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1080/17439760.2021.1885054,2021
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1007/s10902-020-00218-8,2021
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1007/s10902-021-00389-y,2021
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1007/s12144-019-00264-3,2021
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1007/s12144-019-00315-9,2021
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1111/psyp.13318,2019
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1016/j.ijpsycho.2019.01.008,2019
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1080/15377857.2020.1869786,2021
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,Positive—Negative Asymmetry in Evaluation of Natural Stimuli: Empirical Study in the Contrast Model of Similarity Extended to Open Sets,2021
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1007/s12144-021-02168-7,2021-08-07
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,Meaningful Versus Meaningless Sounds and Words: A False Memories Perspective,2021-04-12
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1080/15377857.2019.1652221,2020
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1080/15377857.2019.1678912,2019
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.33226/1231-7853.2019.6.1,2019
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.7206/dec.1733-0092.127,2019
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.5406/amerjpsyc.131.2.0151,2018
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1080/15377857.2018.1447754,2018
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.3389/fpsyg.2018.00213,2018
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,Kształtowanie wizerunku komunikacji miejskiej. Znaczenie poznawczych teorii podobieństwa w budowaniu wartości marki ,2017
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,Siła cech negatywnych w kształtowaniu się podobieństwa: implikacje dla budowania wizerunku marki miasta,2017
Aleksandra Katarzyna Fila-Jankowska,https://orcid.org/0000-0002-4170-6718,https://doi.org/10.5114/cipp.2018.72260,2018
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1177/0261927x211044789,2021-10-27
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.32872/spb.5337,2021-03-30
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1027/1864-9335/a000435,2020
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1177/0261927x19884354,2020
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1017/s0142716420000831,2020
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1080/02699931.2019.1682970,2020
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1177/1948550619893957,2020
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1002/ejsp.2561,2019
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1007/s11192-018-2667-0,2018
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1016/j.jesp.2018.04.003,2018
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1080/00224545.2017.1282851,2017
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1177/0022022116688085,2017
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1027/1864-9335/a000319,2017
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1515/ppb-2017-0010,2017
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1080/00224545.2017.1282849,2017
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1002/ejsp.2231,2017
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.3389/fpsyg.2021.647881,2021-05-17
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1002/ejsp.2649,2020-06
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1038/s41597-019-0029-2,2019
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1177/2515245918810225,2018
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1177/0146167218757456,2018
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1177/1745691618755704,2018
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1525/collabra.165,2018
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.7366/1896180020174007,2017
Anna Gabińska,https://orcid.org/0000-0002-4379-9495,https://doi.org/10.1177/20592043211057217,2021-01
Anna Gabińska,https://orcid.org/0000-0002-4379-9495,https://doi.org/10.26766/pmgp.v2i4.73,2017
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.34862/fo.2020.1.5,2020
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.5604/01.3001.0014.2645,2020
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.1177/0033294119872208,2020
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.34862/fo.2020.2.3,2020
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.24425/ppb.2019.130696,2019
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.1177/0033294117745885,2018
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.4467/20843879pr.18.009.8943,2018
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.15611/pn.2018.512.13,2018
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,Różnice pomiędzy oceną zachowania dziecka wychowującego się w placówce opiekuńczo-wychowawczej jako instytucji pieczy zastępczej a dziecka wychowywanego w rodzinie. ,2018
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.4467/20843879pr.18.013.9354,2018
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.7366/1896180020174002,2017
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.1016/j.paid.2016.07.005,2017
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,Bullying as a social influence arena: Review of social influence tactics occurring in bullying process.,2017
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.1155/2017/1019529,2017
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,Kształtowanie się uległości we wczesnym dzieciństwie: rola bezpiecznego stylu przywiązania,2017
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,O wybranych skutkach wykluczenia społecznego. ,2017
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,Personality traits as predictors or outcomes of being exposed to bullying at workplace. ,2017
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.5604/01.3001.0010.5512,2017
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.1016/j.foodqual.2017.06.004,2017
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,Workplace bullying as an arena of social influence: a review of tactics in the bullying process,2017
Magdalena Agnieszka Gąsiorowska,https://orcid.org/0000-0003-3798-9265,https://doi.org/10.15678/pjoep.2017.11.02,2017
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.3389/fpsyg.2021.635973,2021-08-19
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1007/s12144-021-01637-3,2021-04-10
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1037/xap0000308,2021-03-29
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1037/pspi0000246,2021-02-20
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1002/ejsp.2701,2020-06
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.24425/ppb.2019.126026,2019
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1037/pas0000745,2019-07-01
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1111/apps.12145,2018
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1016/j.jesp.2018.09.004,2018-11
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.15678/pjoep.2017.11.03,2017
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.15678/pjoep.2017.11.04,2017
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/pp/116908,2021
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/pp/104715,2019
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/app/100435,2019
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.14656/pfp20190105,2019
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,The Role of Early Maladaptive Schemas in Shaping the Boundaries of Sex Offenders,2019
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,Warning behaviours and risk factors preceding acts of individual terrorism,2019
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,AFTER YEARS OF TRAUMA- PSYCHOLOGICAL CONSEQUENCES OF POLITICAL REPRESSION IN POLAND IN THE YEARS 1944-1956,2018
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.5114/jos.2018.83405,2018
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.5114/jos.2018.80641,2018
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,"Formulation in forensic psychiatry: Problems, challenges and the usefulness of psycho-criminological concepts,Konceptualizacja przypadku w psychiatrii sądowej – Problemy, wyzwania, użyteczność koncepcji psychokryminologicznych",2018
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.5114/hpr.2018.75860,2018
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,Profiles of empathic sensitivity in students of the last year of medicine,2018
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/pp/73973,2017
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/app/80161,2017
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/app/78497,2017
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,Professor Adam Szymusik (1931–2000) – The Creator Of Modern Forensic Psychiatry in Poland,2017
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.1016/j.eurpsy.2017.01.1485,2017
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1037/cdp0000509,2021-12-09
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1111/psyp.13879,2021-09
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1177/1948550620963655,2021-08-14
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1007/s11199-020-01193-3,2021-06-05
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1037/sgd0000446,2021-06-03
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1002/jts5.69,2021-04-06
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1177/0963721420917703,2020-06
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1111/bjso.12367,2020-02-11
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1037/pspp0000260,2019-08-26
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1111/pops.12569,2019-02
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1093/poq/nfx048,2018
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,Collective narcissism in the 2016 Presidential election,2018
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.3389/fpsyg.2017.02023,2017
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.3389/fpsyg.2017.00752,2017
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1111/jopy.12328,2017-05
Anna Maria Grabowska,https://orcid.org/0000-0003-2156-350X,https://doi.org/10.3389/fnins.2019.01287,2019-11-29
Anna Maria Grabowska,https://orcid.org/0000-0003-2156-350X,https://doi.org/10.1016/j.dcn.2019.100683,2019-10
Anna Maria Grabowska,https://orcid.org/0000-0003-2156-350X,https://doi.org/10.3389/fpsyg.2019.00624,2019-03-21
Anna Maria Grabowska,https://orcid.org/0000-0003-2156-350X,https://doi.org/10.1038/s41598-018-21857-1,2018
Anna Maria Grabowska,https://orcid.org/0000-0003-2156-350X,https://doi.org/10.1038/s41598-017-18878-7,2018
Anna Maria Grabowska,https://orcid.org/0000-0003-2156-350X,https://doi.org/10.1371/journal.pone.0176591,2017
Anna Maria Grabowska,https://orcid.org/0000-0003-2156-350X,https://doi.org/10.1002/jnr.23953,2017
Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.1371/journal.pone.0253145,2021-07-01
Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,"A chain mediation model on COVID‑19 symptoms and mental health outcomes in Americans, Asians and Europeans",2021-03-19
Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,The Association Between Physical and Mental Health and Face Mask Use During the COVID-19 Pandemic: A Comparison of Two Countries With Different Views and Practices,2020-09-09
Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.1111/ijsa.12241,2019-06-24
Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.1108/bjm-01-2017-0023,2018-01-02
Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.29119/1641-3466.2017.106.17,2017
Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.18290/rpsych.2017.20.1-6en,2017
Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.15678/eber.2017.050202,2017
Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.18290/rpsych.2017.20.1-6pl,2017
Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.13075/mp.5893.00640,2017-11
Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.13075/mp.5893.00528,2017-08
Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.1515/pjap-2015-0073,2017-03-01
Alicja Magdalena Grochowska,https://orcid.org/0000-0002-7104-5738,https://doi.org/10.15678/pjoep.2017.12.03,2017
Alicja Magdalena Grochowska,https://orcid.org/0000-0002-7104-5738,https://doi.org/10.15678/pjoep.2017.11.02,2017
Katarzyna Growiec,https://orcid.org/0000-0002-4448-2561,Social mindfulness and prosociality vary across the globe,2021-08-23
Katarzyna Growiec,https://orcid.org/0000-0002-4448-2561,https://doi.org/10.1038/s41467-021-21602-9,2021-03-05
Katarzyna Growiec,https://orcid.org/0000-0002-4448-2561,https://doi.org/10.18564/jasss.4178,2020
Katarzyna Growiec,https://orcid.org/0000-0002-4448-2561,https://doi.org/10.1016/j.socnet.2018.05.002,2018
Katarzyna Anna Grunt-Mejer,https://orcid.org/0000-0001-5679-5322,https://doi.org/10.1136/medethics-2020-107153,2021
Katarzyna Anna Grunt-Mejer,https://orcid.org/0000-0001-5679-5322,https://doi.org/10.1007/s10508-020-01787-8,2020-11-28
Katarzyna Anna Grunt-Mejer,https://orcid.org/0000-0001-5679-5322,"Commentary to the ""Resolution on appropriate affirmative responses to sexual orientation distress and change efforts"" by the American Psychological Association,Komentarz do stanowiska Amerykańskiego Towarzystwa Psychologicznego pt. ""Właściwe afirmatywne postȩpowanie wobec osób odczuwajacych stres z powodu swojej orientacji seksualnej oraz prób jej zmiany""",2018
