name,orcid,link,date,is_a_link,id,automatic_pdf_download
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.14691/cppj.24.1.201,2018,1,Agata_Chudzicka-Czupała_14,0
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.14691/cppj.24.3.573,2018,1,Agata_Chudzicka-Czupała_15,0
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.2478/ejes-2018-0053,2018-08-01,1,Agata_Chudzicka-Czupała_16,0
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.26417/ejes.v4i2.p35-40,2018-07,1,Agata_Chudzicka-Czupała_17,0
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1515/pjap-2015-0073,2017,1,Agata_Chudzicka-Czupała_19,1
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.14656/pfp20170304,2017,1,Agata_Chudzicka-Czupała_20,0
Agata Chudzicka-Czupała,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.13075/mp.5893.00640,2017-11-24,1,Agata_Chudzicka-Czupała_21,0
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.2196/32007,2021-12-06,1,Roman_Sławomir_Cieślak_1,0
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.2196/21445,2021-01-11,1,Roman_Sławomir_Cieślak_2,0
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1371/journal.pone.0237250,2020,1,Roman_Sławomir_Cieślak_3,1
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.13075/mp.5893.00822,2019,1,Roman_Sławomir_Cieślak_4,0
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1186/s13063-019-3401-9,2019-12,1,Roman_Sławomir_Cieślak_5,1
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.3389/fpsyg.2019.02786,2019-12-20,1,Roman_Sławomir_Cieślak_6,1
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1016/j.invent.2017.01.001,2017,1,Roman_Sławomir_Cieślak_7,1
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1080/10615806.2017.1329932,2017,1,Roman_Sławomir_Cieślak_8,0
Roman Sławomir Cieślak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.13075/ijomeh.1896.01134,2017-10-09,1,Roman_Sławomir_Cieślak_9,0
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1016/j.jenvp.2021.101576,2021,1,Aleksandra_Katarzyna_Cisłak-Wójcik_1,1
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1177/01461672211054947,2021-12-07,1,Aleksandra_Katarzyna_Cisłak-Wójcik_2,0
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1111/bjso.12499,2021-09-17,1,Aleksandra_Katarzyna_Cisłak-Wójcik_3,0
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1177/1368430220959451,2021-08,1,Aleksandra_Katarzyna_Cisłak-Wójcik_4,0
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1016/j.cobeha.2019.12.013,2020,1,Aleksandra_Katarzyna_Cisłak-Wójcik_5,1
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1016/j.jrp.2019.103882,2019,1,Aleksandra_Katarzyna_Cisłak-Wójcik_6,1
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1016/j.jenvp.2018.08.009,2018-10,1,Aleksandra_Katarzyna_Cisłak-Wójcik_7,1
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1177/0146167218757456,2018-06-27,1,Aleksandra_Katarzyna_Cisłak-Wójcik_8,1
Aleksandra Katarzyna Cisłak-Wójcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1007/s11192-018-2667-0,2018-04,1,Aleksandra_Katarzyna_Cisłak-Wójcik_9,1
Maria Cyniak-Cieciura,https://orcid.org/0000-0002-6293-8729,https://doi.org/10.1177/1524838019876702,2021-10-24,1,Maria_Cyniak-Cieciura_1,1
Maria Cyniak-Cieciura,https://orcid.org/0000-0002-6293-8729,https://doi.org/10.1016/j.paid.2018.01.036,2018,1,Maria_Cyniak-Cieciura_3,1
Maria Cyniak-Cieciura,https://orcid.org/0000-0002-6293-8729,https://doi.org/10.1016/j.eurpsy.2017.02.491,2017,1,Maria_Cyniak-Cieciura_4,1
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1016/j.foodqual.2020.104111,2021,1,Marzena_Aneta_Cypryańska-Nezlek_1,1
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1080/00224545.2020.1867042,2021-09-03,1,Marzena_Aneta_Cypryańska-Nezlek_2,1
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1037/pspp0000260,2020,1,Marzena_Aneta_Cypryańska-Nezlek_3,0
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1371/journal.pone.0241464,2020-10-30,1,Marzena_Aneta_Cypryańska-Nezlek_4,0
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1371/journal.pone.0222492,2019,1,Marzena_Aneta_Cypryańska-Nezlek_5,1
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1080/17439760.2018.1557244,2019,1,Marzena_Aneta_Cypryańska-Nezlek_6,1
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1111/jopy.12423,2019,1,Marzena_Aneta_Cypryańska-Nezlek_7,1
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.24425/119483,2018,1,Marzena_Aneta_Cypryańska-Nezlek_8,0
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1123/jsep.2017-0244,2018,1,Marzena_Aneta_Cypryańska-Nezlek_9,1
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://sci-hub.se/10.15503/jecs20181.99.108,2018-06-27,1,Marzena_Aneta_Cypryańska-Nezlek_10,0
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.5964/spb.v13i1.25501,2018-04-11,1,Marzena_Aneta_Cypryańska-Nezlek_11,0
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1080/00224545.2017.1282851,2017,1,Marzena_Aneta_Cypryańska-Nezlek_12,1
Marzena Aneta Cypryańska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1080/00224545.2017.1282849,2017,1,Marzena_Aneta_Cypryańska-Nezlek_13,1
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.24425/ppb.2020.133773,2020,1,Agnieszka_Czerw_1,0
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.32872/spb.v14i1.30207,2019-05-15,1,Agnieszka_Czerw_2,0
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.1007/s12144-017-9614-8,2019-04,1,Agnieszka_Czerw_3,1
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.1515/ppb-2017-0025,2017,1,Agnieszka_Czerw_4,0
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.13075/mp.5893.00528,2017,1,Agnieszka_Czerw_5,0
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.1515/ppb-2017-0022,2017,1,Agnieszka_Czerw_6,1
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.1515/ppb-2017-0017,2017,1,Agnieszka_Czerw_7,0
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jad.2021.01.063,2021-01,1,Agata_Dębowska_1,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jcrimjus.2020.101750,2020,1,Agata_Dębowska_2,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1017/s003329172000392x,2020-10-02,1,Agata_Dębowska_3,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/10911359.2019.1648225,2020-02-17,1,Agata_Dębowska_4,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/01639625.2019.1665221,2019,1,Agata_Dębowska_5,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/10538712.2019.1592272,2019,1,Agata_Dębowska_6,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1108/jcs-12-2018-0029,2019,1,Agata_Dębowska_7,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/01639625.2018.1456723,2019,1,Agata_Dębowska_8,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.chb.2018.12.028,2019-04,1,Agata_Dębowska_9,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/01639625.2016.1266887,2018,1,Agata_Dębowska_10,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.chiabu.2018.02.018,2018,1,Agata_Dębowska_11,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.3389/fpsyg.2018.01596,2018,1,Agata_Dębowska_12,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1177/1079063217691966,2018,1,Agata_Dębowska_13,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.chiabu.2016.12.003,2017,1,Agata_Dębowska_14,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jcrimjus.2017.03.002,2017,1,Agata_Dębowska_15,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/14789949.2017.1318161,2017,1,Agata_Dębowska_16,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1108/jarhe-03-2016-0015,2017,1,Agata_Dębowska_17,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1177/0886260517741628,2017,1,Agata_Dębowska_18,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jcrimjus.2017.06.001,2017,1,Agata_Dębowska_19,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/14999013.2017.1339744,2017,1,Agata_Dębowska_20,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/01639625.2016.1246034,2017,1,Agata_Dębowska_21,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.chiabu.2017.06.014,2017,1,Agata_Dębowska_22,1
Agata Dębowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jcrimjus.2018.03.004,unrecovered,1,Agata_Dębowska_23,1
Joanna Eulalia Dudek,https://orcid.org/0000-0002-7114-8884,https://doi.org/10.1016/j.mehy.2020.110435,2021-01,1,Joanna_Eulalia_Dudek_1,1
Karolina Dukała,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.1111/josi.12392,2020,1,Karolina_Dukała_1,1
Karolina Dukała,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.1080/1068316x.2018.1511789,2019,1,Karolina_Dukała_2,1
Karolina Dukała,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.7494/human.2019.18.4.31,2019,1,Karolina_Dukała_3,0
Karolina Dukała,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.1111/jasp.12598,2019-08,1,Karolina_Dukała_4,1
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://doi.org/10.3389/fpsyg.2019.00624,2019-03-21,1,Anna_Ewa_Duszyk-Bogorodzka_1,1
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://doi.org/10.1080/13854046.2018.1555282,2019-01-18,1,Anna_Ewa_Duszyk-Bogorodzka_2,1
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://sci-hub.se/10.21307/ane-2019-039,2019-01-01,1,Anna_Ewa_Duszyk-Bogorodzka_3,0
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://doi.org/10.1142/s0129065718500491,2018-10-29,1,Anna_Ewa_Duszyk-Bogorodzka_4,1
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://doi.org/10.1088/1741-2552/aa836f,2017-12-01,1,Anna_Ewa_Duszyk-Bogorodzka_5,1
Maciej Andrzej Dymkowski,https://orcid.org/0000-0001-9611-3891,https://doi.org/10.24425/hsm.2019.130583,2019,1,Maciej_Andrzej_Dymkowski_1,0
Maciej Andrzej Dymkowski,https://orcid.org/0000-0001-9611-3891,https://doi.org/10.14691/cppj.24.1.37,2018,1,Maciej_Andrzej_Dymkowski_2,0
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1080/17439760.2021.1885054,2021,1,Jolanta_Enko_1,1
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1007/s10902-020-00218-8,2021,1,Jolanta_Enko_2,1
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1007/s10902-021-00389-y,2021,1,Jolanta_Enko_3,1
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1007/s12144-019-00264-3,2021,1,Jolanta_Enko_4,1
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1007/s12144-019-00315-9,2021,1,Jolanta_Enko_5,1
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1111/psyp.13318,2019,1,Jolanta_Enko_6,1
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1016/j.ijpsycho.2019.01.008,2019,1,Jolanta_Enko_7,1
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1080/15377857.2020.1869786,2021,1,Andrzej_Falkowski_1,1
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://sci-hub.se/10.5406/amerjpsyc.134.1.0001,2021,1,Andrzej_Falkowski_2,0
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1007/s12144-021-02168-7,2021-08-07,1,Andrzej_Falkowski_3,0
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1080/15377857.2019.1652221,2020,1,Andrzej_Falkowski_5,1
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1080/15377857.2019.1678912,2019,1,Andrzej_Falkowski_6,1
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.33226/1231-7853.2019.6.1,2019,1,Andrzej_Falkowski_7,0
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.7206/dec.1733-0092.127,2019,1,Andrzej_Falkowski_8,0
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.5406/amerjpsyc.131.2.0151,2018,1,Andrzej_Falkowski_9,0
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1080/15377857.2018.1447754,2018,1,Andrzej_Falkowski_10,1
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.3389/fpsyg.2018.00213,2018,1,Andrzej_Falkowski_11,1
Aleksandra Katarzyna Fila-Jankowska,https://orcid.org/0000-0002-4170-6718,https://doi.org/10.5114/cipp.2018.72260,2018,1,Aleksandra_Katarzyna_Fila-Jankowska_1,1
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1177/0261927x211044789,2021-10-27,1,Magdalena_Maria_Formanowicz_1,0
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.32872/spb.5337,2021-03-30,1,Magdalena_Maria_Formanowicz_2,0
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1027/1864-9335/a000435,2020,1,Magdalena_Maria_Formanowicz_3,0
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1177/0261927x19884354,2020,1,Magdalena_Maria_Formanowicz_4,1
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1017/s0142716420000831,2020,1,Magdalena_Maria_Formanowicz_5,1
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1080/02699931.2019.1682970,2020,1,Magdalena_Maria_Formanowicz_6,1
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1177/1948550619893957,2020,1,Magdalena_Maria_Formanowicz_7,0
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1002/ejsp.2561,2019,1,Magdalena_Maria_Formanowicz_8,1
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1016/j.jesp.2018.04.003,2018,1,Magdalena_Maria_Formanowicz_9,1
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1177/0022022116688085,2017,1,Magdalena_Maria_Formanowicz_10,1
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1027/1864-9335/a000319,2017,1,Magdalena_Maria_Formanowicz_11,0
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1515/ppb-2017-0010,2017,1,Magdalena_Maria_Formanowicz_12,0
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1002/ejsp.2231,2017,1,Magdalena_Maria_Formanowicz_13,1
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.3389/fpsyg.2021.647881,2021-05-17,1,Natalia_Frankowska_1,0
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1002/ejsp.2649,2020-06,1,Natalia_Frankowska_2,1
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1038/s41597-019-0029-2,2019,1,Natalia_Frankowska_3,1
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1525/collabra.165,2018,1,Natalia_Frankowska_4,0
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.7366/1896180020174007,2017,1,Natalia_Frankowska_5,0
Anna Gabińska,https://orcid.org/0000-0002-4379-9495,https://doi.org/10.1177/20592043211057217,2021-01,1,Anna_Gabińska_1,0
Anna Gabińska,https://orcid.org/0000-0002-4379-9495,https://doi.org/10.26766/pmgp.v2i4.73,2017,1,Anna_Gabińska_2,0
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.34862/fo.2020.1.5,2020,1,Małgorzata_Gamian-Wilk_1,0
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.5604/01.3001.0014.2645,2020,1,Małgorzata_Gamian-Wilk_2,0
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.1177/0033294119872208,2020,1,Małgorzata_Gamian-Wilk_3,1
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.34862/fo.2020.2.3,2020,1,Małgorzata_Gamian-Wilk_4,0
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.24425/ppb.2019.130696,2019,1,Małgorzata_Gamian-Wilk_5,0
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.1177/0033294117745885,2018,1,Małgorzata_Gamian-Wilk_6,1
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.4467/20843879pr.18.009.8943,2018,1,Małgorzata_Gamian-Wilk_7,0
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.15611/pn.2018.512.13,2018,1,Małgorzata_Gamian-Wilk_8,0
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.4467/20843879pr.18.013.9354,2018,1,Małgorzata_Gamian-Wilk_10,0
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.7366/1896180020174002,2017,1,Małgorzata_Gamian-Wilk_11,0
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.1155/2017/1019529,2017,1,Małgorzata_Gamian-Wilk_13,1
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://sci-hub.se/10.1016/j.paid.2016.08.001,2017,1,Małgorzata_Gamian-Wilk_16,1
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.5604/01.3001.0010.5512,2017,1,Małgorzata_Gamian-Wilk_17,0
Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,https://doi.org/10.1016/j.foodqual.2017.06.004,2017,1,Małgorzata_Gamian-Wilk_18,1
Magdalena Agnieszka Gąsiorowska,https://orcid.org/0000-0003-3798-9265,https://doi.org/10.15678/pjoep.2017.11.02,2017,1,Magdalena_Agnieszka_Gąsiorowska_1,0
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.3389/fpsyg.2021.635973,2021-08-19,1,Agata_Dorota_Gąsiorowska_1,0
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1007/s12144-021-01637-3,2021-04-10,1,Agata_Dorota_Gąsiorowska_2,1
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1037/xap0000308,2021-03-29,1,Agata_Dorota_Gąsiorowska_3,0
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1037/pspi0000246,2021-02-20,1,Agata_Dorota_Gąsiorowska_4,0
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1002/ejsp.2701,2020-06,1,Agata_Dorota_Gąsiorowska_5,1
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.24425/ppb.2019.126026,2019,1,Agata_Dorota_Gąsiorowska_6,0
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1037/pas0000745,2019-07-01,1,Agata_Dorota_Gąsiorowska_7,0
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1111/apps.12145,2018,1,Agata_Dorota_Gąsiorowska_8,1
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.1016/j.jesp.2018.09.004,2018-11,1,Agata_Dorota_Gąsiorowska_9,1
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.15678/pjoep.2017.11.03,2017,1,Agata_Dorota_Gąsiorowska_10,0
Agata Dorota Gąsiorowska,https://orcid.org/0000-0002-3354-1095,https://doi.org/10.15678/pjoep.2017.11.04,2017,1,Agata_Dorota_Gąsiorowska_11,0
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/pp/116908,2021,1,Józef_Gierowski_1,0
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/pp/104715,2019,1,Józef_Gierowski_2,0
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/app/100435,2019,1,Józef_Gierowski_3,0
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.14656/pfp20190105,2019,1,Józef_Gierowski_4,0
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.5114/jos.2018.83405,2018,1,Józef_Gierowski_7,1
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.5114/jos.2018.80641,2018,1,Józef_Gierowski_8,1
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.5114/hpr.2018.75860,2018,1,Józef_Gierowski_9,1
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/app/80161,2017,1,Józef_Gierowski_11,0
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/app/78497,2017,1,Józef_Gierowski_12,0
Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.1016/j.eurpsy.2017.01.1485,2017,1,Józef_Gierowski_14,1
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1037/cdp0000509,2021-12-09,1,Agnieszka_Monika_Golec_1,0
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1111/psyp.13879,2021-09,1,Agnieszka_Monika_Golec_2,1
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1177/1948550620963655,2021-08-14,1,Agnieszka_Monika_Golec_3,1
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1007/s11199-020-01193-3,2021-06-05,1,Agnieszka_Monika_Golec_4,1
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1037/sgd0000446,2021-06-03,1,Agnieszka_Monika_Golec_5,0
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1002/jts5.69,2021-04-06,1,Agnieszka_Monika_Golec_6,1
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1177/0963721420917703,2020-06,1,Agnieszka_Monika_Golec_7,1
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1111/bjso.12367,2020-02-11,1,Agnieszka_Monika_Golec_8,0
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1111/pops.12569,2019-02,1,Agnieszka_Monika_Golec_9,1
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1093/poq/nfx048,2018,1,Agnieszka_Monika_Golec_10,1
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.3389/fpsyg.2017.02023,2017,1,Agnieszka_Monika_Golec_12,1
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.3389/fpsyg.2017.00752,2017,1,Agnieszka_Monika_Golec_13,1
Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1111/jopy.12328,2017-05,1,Agnieszka_Monika_Golec_14,1
Anna Maria Grabowska,https://orcid.org/0000-0003-2156-350X,https://doi.org/10.3389/fnins.2019.01287,2019-11-29,1,Anna_Maria_Grabowska_1,1
