,Article_ID,Unnamed: 0.1,Unnamed: 0,name,orcid,doi,title,date,journal,filename,correct_doi,length,contains_doi,path
2589,-7212606784422032194,299,299,Ryszard Wojciech Poprawa,https://orcid.org/0000-0002-3711-8710,empty,Polska adaptacja i walidacja Yale Food Addiction Scale 2.0 = A Polish adaptation and validation of the Yale Food Addiction Scale 2.0,2020,Alkoholizm i Narkomania-Alchoholism and Drug Addition,Ryszard_Wojciech_Poprawa_6,False,30.0,True,D:\data\ranking\pdfs\v1-1\-7212606784422032194.pdf
2592,-7286059164218490073,151,151,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,empty,Student wobec oczekiwań dorosłósci,2017,Czasopismo Psychologiczne,Paweł_Kleka_36,False,10.0,True,D:\data\ranking\pdfs\v1-1\-7286059164218490073.pdf
2595,-7375350581120377635,37,37,Beata Grażyna Hintze,https://orcid.org/0000-0003-1899-2143,empty,Mini-Cog as a screening tool for dementia/Skala Mini-Cog w diagnostyce przesiewowej otępień,2019,Current Neurology/Aktualności Neurologiczne,Beata_Grażyna_Hintze_2,False,4.0,True,D:\data\ranking\pdfs\v1-1\-7375350581120377635.pdf
2597,-7379825770664371273,84,84,Agnieszka Bogumiła Izdebska,https://orcid.org/0000-0001-9050-7742,empty, Wykorzystanie seksualne dziecka. Wyniki Ogólnopolskiej diagnozy skali i uwarunkowań krzywdzenia dzieci,2019,"Dziecko krzywdzone. Teoria, badania, praktyka.",Agnieszka_Bogumiła_Izdebska_2,False,30.0,False,D:\data\ranking\pdfs\v1-1\-7379825770664371273.pdf
2598,-7391166279629999628,49,49,Monika Zofia Lewandowska,https://orcid.org/0000000273543693 ,empty,The relationship between alpha burst activity and the default mode network.,2018-01-01,Acta neurobiologiae experimentalis,Monika_Zofia_Lewandowska_9,False,23.0,True,D:\data\ranking\pdfs\v1-1\-7391166279629999628.pdf
2599,-7407469110211601854,46,46,Justyna Gerłowska,https://orcid.org/0000-0003-0119-9077,empty,Facial emotion mimicry in older adults with and without cognitive impairments due to Alzheimer's disease,2021-01-27,AIMS Neuroscience,Justyna_Gerłowska_1,False,13.0,True,D:\data\ranking\pdfs\v1-1\-7407469110211601854.pdf
2600,-7418192718486545034,138,138,Dorota Mącik,https://orcid.org/0000-0001-5015-1059,empty,Związek mechanizmów obronnych z wczesnymi nieadaptacyjnymi schematami poznawczymi i cechami zaburzonej osobowości,2019,Przegląd Psychologiczny,Dorota_Mącik_6,False,18.0,False,D:\data\ranking\pdfs\v1-1\-7418192718486545034.pdf
2602,-7536232510661118885,94,94,Anna Lubrańska,https://orcid.org/0000-0002-3880-0711,empty,Radzenie sobie ze stresem i z tremą przez młodych dorosłych w sytaucji występu scenicznego,2019,Edukacja Dorosłych,Anna_Lubrańska_3,False,14.0,False,D:\data\ranking\pdfs\v1-1\-7536232510661118885.pdf
2606,-7758890120948330977,428,428,Paweł Marcin Strojny,https://orcid.org/0000-0002-6016-044X,empty,Wykorzystanie symulatorów VR do szkolenia operatorów i obsługi platform BSP,2019,,Paweł_Marcin_Strojny_9,False,13.0,False,D:\data\ranking\pdfs\v1-1\-7758890120948330977.pdf
2607,-7812462859142980001,67,67,Jarosław Grobelny,https://orcid.org/0000-0003-4296-402X,empty,A conceptual model of the influence of resume components on personnel decisions: A policy-capturing study on resume screening,2020,Journal of Management Information and Decision Sciences,Jarosław_Grobelny_3,False,22.0,False,D:\data\ranking\pdfs\v1-1\-7812462859142980001.pdf
2610,-7858241806999606160,156,156,Wojciech Pisula,https://orcid.org/0000-0001-5777-0549,empty,Behavioural Response to the Environmental Changes of Various Types in Lister-Hooded Male Rats.,2019,Scientific Reports,Wojciech_Pisula_8,False,10.0,True,D:\data\ranking\pdfs\v1-1\-7858241806999606160.pdf
2611,-7917582296933407825,809,809,Danuta Rode,https://orcid.org/0000-0001-5729-8168 ,empty,"Psychological Diagnosis of Demoralization in Juvenile Forensic Assessments: Fields, Models and New Directions.",2019-01-01,Problems of Forensic Sciences,Danuta_Rode_3,False,21.0,False,D:\data\ranking\pdfs\v1-1\-7917582296933407825.pdf
2613,-7973892175607121907,11,11,Paulina Anikiej - Wiczenbach,https://orcid.org/0000-0002-7090-211X,empty,Aktualizacja-siebie rodziców dzieci z dystrofią mięśniową Duchenne’a,2018,"Niepełnosprawność - Zagadnienia, Problemy, Rozwiązania",Paulina_Anikiej_-_Wiczenbach_10,False,23.0,False,D:\data\ranking\pdfs\v1-1\-7973892175607121907.pdf
2614,-7993462883510960358,488,488,Joanna Kabzińska,https://orcid.org/0000-0002-2135-8699,empty,"Psychological diagnosis of demoralisation in juvenile forensic assessments: fields, models and new directions",2018,Problems of Forensic Sciences / Z Zagadnień Nauk Sądowych,Joanna_Kabzińska_3,False,15.0,False,D:\data\ranking\pdfs\v1-1\-7993462883510960358.pdf
2617,-8015414942232057274,45,45,Paweł Andrzej Atroszko,https://orcid.org/0000-0001-5707-3882,empty,Porównanie studentów pedagogiki i pedagogiki specjalnej pod względem wybranych cech osobowości,2017,Niepełnosprawność. Dyskursy pedagogiki specjalnej,Paweł_Andrzej_Atroszko_31,False,15.0,False,D:\data\ranking\pdfs\v1-1\-8015414942232057274.pdf
2621,-8153783966625063885,74,74,Adam Tarnowski,https://orcid.org/0000-0001-6687-8420,empty,Balance and functional disorders in geriatric patients after total hip prosthesis removal.,2021,J. Back Musculoskelet. Rehabil.,Adam_Tarnowski_3,False,6.0,True,D:\data\ranking\pdfs\v1-1\-8153783966625063885.pdf
2623,-81644263785902948,36,36,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,empty,"Not only „neurosis”. The level of reported pathological worry versus reported generalized anxiety sympthoms, and primary care consultations. Which phenomenon is more informative?,Nie tylko „nerwica”. Poziom patologicznego zamartwiania i objawy lęku uogólnionego w populacji a skala zgłoszeń do lekarza podstawowej opieki zdrowotnej. Które zjawisko wyjaśnia więcej?",2018,Psychiatria,Jacek_Janusz_Gierus_12,False,6.0,False,D:\data\ranking\pdfs\v1-1\-81644263785902948.pdf
2624,-8207717131860784583,80,80,Małgorzata Janina Dragan,https://orcid.org/0000-0001-8221-2012,empty,Zaburzenia psychiczne u dorosłych krzywdzonych w dzieciństwie - badanie z zastosowaniem wywiadu strukturalizowanego SCID-I.,2018,"Dziecko krzywdzone. Teoria, badania, praktyka.",Małgorzata_Janina_Dragan_11,False,17.0,False,D:\data\ranking\pdfs\v1-1\-8207717131860784583.pdf
2626,-8317304744528572038,150,150,Dorota Mącik,https://orcid.org/0000-0001-5015-1059,empty,"Symptoms of mental health disorders and early maladaptive schemas - Assessment of dependencies,Symptomy zaburzeń zdrowia psychicznego a wczesne nieadaptacyjne schematy - ocena zalezności",2017,Psychoterapia,Dorota_Mącik_18,False,16.0,False,D:\data\ranking\pdfs\v1-1\-8317304744528572038.pdf
2632,-848686178590228919,300,300,Michał Ziarko,https://orcid.org/0000-0002-7530-3167,empty,Człowiek w sytuacji choroby przewlekłej. ,2017,,Michał_Ziarko_15,False,8.0,True,D:\data\ranking\pdfs\v1-1\-848686178590228919.pdf
2633,-8491066110368856701,389,389,Agnieszka Szymańska,https://orcid.org/0000-0001-9976-0410,empty,Bł̧edy wychowawcze popełniane przez rodziców a rozwój kompetencji emocjonalnych dzieci w wieku wczesnoszkolnym [Parental mistakes and the development of emotional competencies of children in early school age],2017,Studia z Teorii Wychowania,Agnieszka_Szymańska_6,False,34.0,False,D:\data\ranking\pdfs\v1-1\-8491066110368856701.pdf
2634,-8554983326555501043,431,431,Paweł Marcin Strojny,https://orcid.org/0000-0002-6016-044X,empty,Związek trudny tylko z pozoru: potencjał naukowy współpracy psychologów i deweloperów wirtualnej rzeczywistósci,2018,,Paweł_Marcin_Strojny_12,False,8.0,False,D:\data\ranking\pdfs\v1-1\-8554983326555501043.pdf
2637,-8726266848137185375,323,323,Maria Ryś,https://orcid.org/0000-0003-4287-1261,empty,Family with alcohol problems.  Functioning of a co-addicted person,2017,Kwartalnik Naukowy Fides et Ratio,Maria_Ryś_15,False,26.0,False,D:\data\ranking\pdfs\v1-1\-8726266848137185375.pdf
2639,-8777546768102622503,375,375,Małgorzata Gamian-Wilk,https://orcid.org/0000-0002-6095-5269,empty,O wybranych skutkach wykluczenia społecznego. ,2017,"Teraźniejszość – Człowiek – Edukacja, 20, 4(80), 45-58.",Małgorzata_Gamian-Wilk_16,False,15.0,False,D:\data\ranking\pdfs\v1-1\-8777546768102622503.pdf
2642,-8919129609236793373,96,96,Bogumiła Witkowska-Łuć,https://orcid.org/0000-0001-5980-1468,empty,Rola zajęć terapeutycznych w powrocie do zdrowia osób leczonych z powodu zaburzeń z kręgu schizofrenii,2019-12-30,Psychoterapia,Bogumiła_Witkowska-Łuć_1,False,12.0,True,D:\data\ranking\pdfs\v1-1\-8919129609236793373.pdf
2643,-8943323297214106293,71,71,Tatiana Senko,https://orcid.org/0000-0002-1240-2571,empty,Zadowolenie z małżeństwa jako podstawa komfortu w rodzinie.,2018-06-28,"Psychologiczne Zeszyty Naukowe, nr 2",Tatiana_Senko_4,False,180.0,False,D:\data\ranking\pdfs\v1-1\-8943323297214106293.pdf
2647,-9060884121118964873,395,395,Agnieszka Szymańska,https://orcid.org/0000-0001-9976-0410,empty,Wykorzystanie analizy skupień metoḑa data mining do wykreślania profili osób badanych w badaniach psychologicznych [Using cluster analysis in the data mining method to draw profiles of participants surveyed in psychological research],2017,Studia Psychologiczne,Agnieszka_Szymańska_12,False,18.0,True,D:\data\ranking\pdfs\v1-1\-9060884121118964873.pdf
2651,-9103964839843042014,27,27,Iwona Lidia Janicka,https://orcid.org/0000-0002-1408-5354,empty,Oczekiwania młodych dorosłych a zaangażowanie w bliskich związkach emocjonalnych.,2018,". Psychological Journal, 24, 2, 397-404.",Iwona_Lidia_Janicka_7,False,9.0,True,D:\data\ranking\pdfs\v1-1\-9103964839843042014.pdf
2654,-971367767807144987,15,15,Witold Dobrołowicz,https://orcid.org/0000-0001-8620-0369,empty,MOTYWY AKTYWNOŚCI RACJONALIZATORSKO-WYNALAZCZEJ PRACOWNIKÓW PRZEMYSŁU,unrecovered,,Witold_Dobrołowicz_4,False,16.0,False,D:\data\ranking\pdfs\v1-1\-971367767807144987.pdf
3621,1099642365660016670,167,167,Radosław Bartosz Walczak,https://orcid.org/0000-0001-6787-7673,empty,Gry fabularne jako sposób zwiększenia kontroli nad rzeczywistością. Poczucie umiejscowienia kontroli oraz emocjonalność graczy w porównaniu do młodzieży niegrającej.,2017,Hommo ludens,Radosław_Bartosz_Walczak_10,False,13.0,False,D:\data\ranking\pdfs\v1-1\1099642365660016670.pdf
3623,1126533397053714103,204,204,Konrad Seweryn Jankowski,https://orcid.org/0000-0003-0613-9532,empty,"Morningness--eveningness correlates with sleep time, quality, and hygiene in secondary school students: a multilevel analysis",2017,Sleep medicine,Konrad_Seweryn_Jankowski_23,False,9.0,True,D:\data\ranking\pdfs\v1-1\1126533397053714103.pdf
3624,1142411137119413016,893,893,Agata Anna Sobków,https://orcid.org/0000-0002-5357-744X,empty,Numerate decision makers don?t use more effortful strategies unless it pays: A process tracing investigation of skilled and adaptive strategy selection in risky decision making,2018,Judgment and Decision Making,Agata_Anna_Sobków_10,False,11.0,False,D:\data\ranking\pdfs\v1-1\1142411137119413016.pdf
3625,1156268678569952514,104,104,Hanna Liberska,https://orcid.org/0000-0003-4323-2090,empty,"Sprawozdanie z 15. Europejskiego Kongresu Psychologii, 11-14 lipca 2017 roku, Amsterdam, Holandia",2017,Polskie Forum Psychologiczne,Hanna_Liberska_14,False,3.0,False,D:\data\ranking\pdfs\v1-1\1156268678569952514.pdf
3629,1272994300477435350,202,202,Konrad Seweryn Jankowski,https://orcid.org/0000-0003-0613-9532,empty,"ARNTL, CLOCK and PER3 polymorphisms--links with chronotype and affective dimensions",2017,Chronobiology international,Konrad_Seweryn_Jankowski_21,False,10.0,True,D:\data\ranking\pdfs\v1-1\1272994300477435350.pdf
3630,1317598352010700451,16,16,Mateusz Adam Hauk,https://orcid.org/0000-0003-1202-9022,empty,Nowe podejście do zarządzania szkoleniami w organizacjach biznesowych,2021,Zeszyty Naukowe Wyższej Szkoły Humanitas,Mateusz_Adam_Hauk_1,False,13.0,False,D:\data\ranking\pdfs\v1-1\1317598352010700451.pdf
3632,1359834427243530693,911,911,Marta Szastok,https://orcid.org/0000-0001-7674-7651,empty,Men and Women od the STEM track. Similar or Diverse? ,2019,,Marta_Szastok_4,False,18.0,True,D:\data\ranking\pdfs\v1-1\1359834427243530693.pdf
3635,1451813861876749345,423,423,Andrzej Piotrowski,https://orcid.org/0000-0003-1192-2695,empty,Lack of control over work and organizational citizenship behavior: overwork climate as a suppressor variable. ,2021-02,Health Psychology Report,Andrzej_Piotrowski_7,False,34.0,False,D:\data\ranking\pdfs\v1-1\1451813861876749345.pdf
3637,1596258786685113203,231,231,Agnieszka Krystyna Nomejko,https://orcid.org/0000-0003-0254-9892,empty,Znaczenie jakości komunikacji dla satysfakcji seksualnej kobiet i mężczyzn w bliskich związkach o różnym stażu,2017-09,Seksuologia Polska,Agnieszka_Krystyna_Nomejko_3,False,8.0,False,D:\data\ranking\pdfs\v1-1\1596258786685113203.pdf
3640,1602746341419773044,0,0,Rafał Aleksandrowicz,http://orcid.org/0000-0003-4895-5415,empty,A practical approach to individualisation of the learning process,2020-04,Hejnał Oświatowy,Rafał_Aleksandrowicz_1,False,36.0,False,D:\data\ranking\pdfs\v1-1\1602746341419773044.pdf
3643,1637572686660193715,33,33,Anna Marta Brytek-Matera,https://orcid.org/0000-0001-5178-371X,empty,"Orthorexia nervosa and its association with alexithymia, emotion dysregulation and disordered eating attitudes among Lebanese adults",2021-02-11,"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Anna_Marta_Brytek-Matera_13,False,17.0,True,D:\data\ranking\pdfs\v1-1\1637572686660193715.pdf
3645,1715423240311478387,26,26,SYLWIA NATALIA MICHAŁOWSKA,https://orcid.org/0000-0003-4504-910X,empty,Psychosocial context of the decision-making process and the consequences of preventive procedures in a patient with BRCA1 genetic mutation,2020,Archives of Psychiatry and Psychotherapy,SYLWIA_NATALIA_MICHAŁOWSKA_2,False,5.0,True,D:\data\ranking\pdfs\v1-1\1715423240311478387.pdf
3646,172144710714447170,87,87,Agnieszka Kruczek,https://orcid.org/0000-0002-3500-3127,empty,"Sprawozdanie z 32 Konferencji Europejskiego Towarzystwa Psychologii Zdrowia &quot;Psychologia zdrowia w ciągu życia: łączenie badań, praktyki i polityki&quot; [32nd Annual Conference of the European Health Psychology Society &quot;Health Psychology Across The Lifespan: Uniting Research, Practice and Policy&quot;] (21-25 sierpnia 2018, Galway, Irlandia)",2018,Polskie Forum Psychologiczne,Agnieszka_Kruczek_8,False,2.0,False,D:\data\ranking\pdfs\v1-1\172144710714447170.pdf
3648,1831976086055392827,22,22,Iwona Lidia Janicka,https://orcid.org/0000-0002-1408-5354,empty,Kwestionariusz Nadseksualizacji – polska adaptacja metody.,2021,"Seksuologia Polska,19,1-10",Iwona_Lidia_Janicka_2,False,88.0,False,D:\data\ranking\pdfs\v1-1\1831976086055392827.pdf
3660,2167616547192383436,38,38,Kamilla Bargiel-Matusiewicz,https://orcid.org/0000-0002-9467-2267,empty,Hormonal contraception use in social and psychological context,2017,"Wiadomosci lekarskie (Warsaw, Poland : 1960)",Kamilla_Bargiel-Matusiewicz_10,False,6.0,True,D:\data\ranking\pdfs\v1-1\2167616547192383436.pdf
3661,2214770866190030105,203,203,Dorota Elżbieta Godlewska-Werner,https://orcid.org/0000-0002-0254-8163,empty,Przywiązanie do organizacji i motywacja do pracy a poziom materializmu pracowników - pośrednicząca rola satysfakcji z pracy,2018,Zarządzanie Zasobami Ludzkimi,Dorota_Elżbieta_Godlewska-Werner_11,False,20.0,False,D:\data\ranking\pdfs\v1-1\2214770866190030105.pdf
3665,2289623502911687803,132,132,Paweł Kleka,https://orcid.org/0000-0003-0841-0015,empty,Opracowanie oraz analiza trafnosci i rzetelnosci Kwestionariusza Wsparcia Społecznego Pacjent-Opiekun,2019,Psychiatria,Paweł_Kleka_17,False,8.0,False,D:\data\ranking\pdfs\v1-1\2289623502911687803.pdf
3667,2421249014551203214,303,303,Oliwia Maciantowicz,https://orcid.org/0000-0002-3099-5956,empty,"Relationship between grandiose and vulnerable narcissism and type of committed crime in population of polish prisoners,Relacja narcyzmu wielkościowego i wrażliwego z typem popełnionego przestępstwa pośród osadzonych w polskich zakładach karnych",2017,Psychiatria,Oliwia_Maciantowicz_13,False,6.0,False,D:\data\ranking\pdfs\v1-1\2421249014551203214.pdf
3673,2578784808818403533,63,63,Rafał Janusz Gerymski,https://orcid.org/0000-0003-4847-1429,empty,Czy cechy osobowości są dobrymi predyktorami typu oglądanej pornografii? Analiza związku między cechami osobowości a preferencjami wybranych kategorii pornograficznych,2017,,Rafał_Janusz_Gerymski_20,False,9.0,False,D:\data\ranking\pdfs\v1-1\2578784808818403533.pdf
3674,2605713406468711468,112,112,Ewa Stanisławiak,https://orcid.org/0000-0003-3372-8455,empty,Five-factor personality model versus affective temperaments: a study in a nonclinical Polish sample,2019,Current Issues in Personality Psychology,Ewa_Stanisławiak_4,False,23.0,False,D:\data\ranking\pdfs\v1-1\2605713406468711468.pdf
3676,2668705976184805949,176,176,Kinga Stefania Lachowicz-Tabaczek,https://orcid.org/0000-0002-4366-5550,empty,Poziom samooceny ucznia a indywidualizacja procesu nauczania.,2018,Polish Journal of Applied Psychology,Kinga_Stefania_Lachowicz-Tabaczek_5,False,80.0,False,D:\data\ranking\pdfs\v1-1\2668705976184805949.pdf
3679,2758623546590539198,298,298,Natasza Orlov,https://orcid.org/0000-0002-5560-2629,empty,Real-time Functional Magnetic Resonance Imaging Neurofeedback for the Relief of Distressing Auditory-Verbal Hallucinations: Methodological and Empirical Advances,2020-12-01,SCHIZOPHRENIA BULLETIN,Natasza_Orlov_6,False,9.0,True,D:\data\ranking\pdfs\v1-1\2758623546590539198.pdf
3680,2760667595161941981,127,127,Aneta Brzezicka,https://orcid.org/0000-0003-1950-4180,empty,Wpływ marihuany na aktywnósć elektryczną mózgu,2020,Kosmos,Aneta_Brzezicka_11,False,14.0,False,D:\data\ranking\pdfs\v1-1\2760667595161941981.pdf
3683,2873031598400865450,160,160,Roman Ossowski,https://orcid.org/0000-0003-1275-0952,empty,Psychospołeczne zagrożenia w pracy funkcjonariuszy Służby Więziennej - przegląd literatury,2017,Studia Prawnoustrojowe,Roman_Ossowski_7,False,12.0,False,D:\data\ranking\pdfs\v1-1\2873031598400865450.pdf
3684,2874517678401892751,210,210,Olga Jauer-Niworowska,https://orcid.org/0000-0001-8488-2933,empty,Fonem w modelu strukturalno-funkcjonalnym - analiza biopsychicznych uwarunkowań kształtowania się pojęcia fonemu (zależności między percepcją a motoryką werbalną),2018,Poradnik Językowy,Olga_Jauer-Niworowska_1,False,98.0,False,D:\data\ranking\pdfs\v1-1\2874517678401892751.pdf
3687,2900113831718084181,872,872,Maria Sidoruk-Grymuza,https://orcid.org/0000-0002-1919-3426,empty,Siła cech negatywnych w kształtowaniu się podobieństwa: Implikacje dla budowania wizerunku marki miasta.,2017,SOCIAL PSYCHOLOGICAL BULLETIN (PSYCHOLOGIA SPOLECZNA),Maria_Sidoruk-Grymuza_3,False,10.0,True,D:\data\ranking\pdfs\v1-1\2900113831718084181.pdf
3692,3088716826009212736,64,64,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Psychological Wellbeing in the Teaching Profession = Dobrostan psychologiczny w zawodzie nauczyciela,2018,Edukacja Dorosłych,Karolina_Kossakowska_17,False,11.0,False,D:\data\ranking\pdfs\v1-1\3088716826009212736.pdf
3693,3090328613761550430,60,60,Karolina Kossakowska,https://orcid.org/0000-0003-3618-1918,empty,Karmienie piersią w miejscach publicznych w opinii kobiet = Women’s opinions about breastfeeding in public,2018,Hygeia Public Health,Karolina_Kossakowska_13,False,9.0,False,D:\data\ranking\pdfs\v1-1\3090328613761550430.pdf
3694,3115619448869139603,105,105,Hanna Liberska,https://orcid.org/0000-0003-4323-2090,empty,"Sprawozdanie z II International Congress of Clinical and Health Psychology on Children and Adolescents 17-19 listopada 2016, Barcelona, Hiszpania",2017,Polskie Forum Psychologiczne,Hanna_Liberska_15,False,3.0,False,D:\data\ranking\pdfs\v1-1\3115619448869139603.pdf
3695,3240200681251471298,28,28,Jacek Janusz Gierus,https://orcid.org/0000-0003-2532-3327,empty,"Aggressive behaviors in patients with psychiatric disorders,Zachowania agresywne ze strony pacjentów z zaburzeniami psychicznymi",2019,Psychiatria,Jacek_Janusz_Gierus_4,False,6.0,False,D:\data\ranking\pdfs\v1-1\3240200681251471298.pdf
3699,3341449219714965281,879,879,Krystyna Janina Skarżyńska,https://orcid.org/0000-0003-1327-6850,empty,"Freedom, freedom...But what kind of freedom? Intrinsic an extrinsic sense of freedom as predictors of preferences for political communit and attitydes toward democracy  ",2019,Social Psychological Bulletin,Krystyna_Janina_Skarżyńska_3,False,27.0,True,D:\data\ranking\pdfs\v1-1\3341449219714965281.pdf
3700,3347770246134055549,317,317,Maria Ryś,https://orcid.org/0000-0003-4287-1261,empty,Psychologiczne aspekty dojrzałości młodych do małżeństwa.  Skala Dojrzałości Psychicznej do Małżeństwa. SKALDOM II,2019,Kwartalnik Naukowy Fides et Ratio,Maria_Ryś_9,False,26.0,False,D:\data\ranking\pdfs\v1-1\3347770246134055549.pdf
3701,3370103471322132375,555,555,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,empty,A growth mixture modelling study of learning trajectories in an extended computerised working memory training programme developed for young children diagnosed with attention-deficit/hyperactivity disorder,2019-02-02,Frontiers in Education,Aleksandra_Karolina_Kroemeke_8,False,12.0,True,D:\data\ranking\pdfs\v1-1\3370103471322132375.pdf
3704,3393408974973044298,28,28,Tomasz Jerzy Baran,https://orcid.org/0000-0003-2922-7551,empty,Roszczeniowość psychologiczna a metoda jej pomiaru: Polska adaptacja Skali roszczeniowości psychologicznej (PES),2017,SOCIAL PSYCHOLOGICAL BULLETIN (PSYCHOLOGIA SPOLECZNA),Tomasz_Jerzy_Baran_15,False,12.0,False,D:\data\ranking\pdfs\v1-1\3393408974973044298.pdf
3707,3399933295712575759,28,28,Lucyna Bakiera,https://orcid.org/0000-0003-4559-0430,empty,Badanie przywiązania u dzieci za pomocą Attachment Story Completion Task ,2017,"Czasopismo Psychologiczne, 23(1), 137-146",Lucyna_Bakiera_15,False,10.0,True,D:\data\ranking\pdfs\v1-1\3399933295712575759.pdf
3708,3406601175258033661,140,140,Dorota Mącik,https://orcid.org/0000-0001-5015-1059,empty,"Early maladaptive schemas, parental attitudes and temperament, and the evolution of borderline and avoidant personality features--the search for interdependencies",2018,Psychiatria i Psychologia Kliniczna,Dorota_Mącik_8,False,7.0,True,D:\data\ranking\pdfs\v1-1\3406601175258033661.pdf
3711,346274219847282669,303,303,Ryszard Wojciech Poprawa,https://orcid.org/0000-0002-3711-8710,empty,Kwestionariusz Oczekiwanych Efektów Używania Alkoholu : zmodyfikowana polska adaptacja,2018,Polish Journal of Applied Psychology,Ryszard_Wojciech_Poprawa_10,False,21.0,False,D:\data\ranking\pdfs\v1-1\346274219847282669.pdf
3718,36801522579191256,136,136,Paulina Michalska,https://orcid.org/0000-0003-2703-158X,empty,"""Just love me"". Popularity of upbringing myth about the love able to replace upbringing among mothers of young children",2017,Edukacja Humanistyczna,Paulina_Michalska_12,False,186.0,False,D:\data\ranking\pdfs\v1-1\36801522579191256.pdf
3719,3683805545216157100,272,272,Paweł Stefan Jurek,https://orcid.org/0000-0002-9958-3941,empty,Związek między zaufaniem do przełożonego a postawami pracowników wobec organizacji i milczeniem organizacyjnym,2019,Zarządzanie Zasobami Ludzkimi,Paweł_Stefan_Jurek_21,False,23.0,False,D:\data\ranking\pdfs\v1-1\3683805545216157100.pdf
3722,3861661034911536710,434,434,Wanda Zagórska,https://orcid.org/0000-0003-2615-9565,empty,Troska o relację podmiotową miarą dojrzewania w człowieczeństwie. W kręgu myśli Gabriela Marcela i ks. Tadeusza Dajczera,2021,Studia Włocławskie,Wanda_Zagórska_1,False,14.0,True,D:\data\ranking\pdfs\v1-1\3861661034911536710.pdf
3726,398310215718893366,492,495,Marcin Tomasz Rzeszutek,https://orcid.org/0000-0002-4230-3806,empty,Kłopoty przy pomocy,2017,ACADEMIA: MAGAZYN POLSKIEJ AKADEMII NAUK,Marcin_Tomasz_Rzeszutek_33,False,10.0,True,D:\data\ranking\pdfs\v1-1\398310215718893366.pdf
3730,4080442722232194688,17,17,Witold Dobrołowicz,https://orcid.org/0000-0001-8620-0369,empty,"Wybrane problemy psychologii twórczości naukowej,„",unrecovered,Kiele ckie Studia Psychologiczne,Witold_Dobrołowicz_6,False,36.0,False,D:\data\ranking\pdfs\v1-1\4080442722232194688.pdf
3734,4287931713577205598,180,180,Barbara Zmaczyńska-Witek,https://orcid.org/0000-0001-5472-2576,empty,:  Factors Associated with Providers’ Work Engagement and Burnout in Homeless Services: A Cross-national Study ,2021,American Journal of Community Psychology,Barbara_Zmaczyńska-Witek_1,False,17.0,True,D:\data\ranking\pdfs\v1-1\4287931713577205598.pdf
3735,434646693906678211,52,52,Barbara Jolanta Bętkowska-Korpała,https://orcid.org/0000-0001-7893-8726,empty,"Analysis of experiences in patients with cardioverter defibrillator after an episode of electrical storm,Analiza doswiadczen pacjentów z kardiowerterem-defibrylatorem po epizodzie burzy elektrycznej",2017,Psychoterapia,Barbara_Jolanta_Bętkowska-Korpała_9,False,8.0,False,D:\data\ranking\pdfs\v1-1\434646693906678211.pdf
3736,4347537436954407287,458,458,Piotr Krzysztof Walecki,https://orcid.org/0000-0002-5544-2514,empty,The diagnostic value of saccadic profile in Alzheimer's disease.,2017,Eur. Psychiatry,Piotr_Krzysztof_Walecki_16,False,1.0,True,D:\data\ranking\pdfs\v1-1\4347537436954407287.pdf
3740,464839668784569296,10,10,Aleksandra Izabela Arciszewska-Leszczuk,https://orcid.org/0000-0002-1762-3963,empty,Profiles of empathic sensitivity in students of the last year of medicine.,2018-01,Folia medica Cracoviensia,Aleksandra_Izabela_Arciszewska-Leszczuk_11,False,11.0,False,D:\data\ranking\pdfs\v1-1\464839668784569296.pdf
3741,4656557752209989118,102,102,Hanna Liberska,https://orcid.org/0000-0003-4323-2090,empty,"Między poczuciem akceptacji, wsparcia a wykluczeniem - uwarunkowania różnych dróg adaptacji dzieci do szkoły",2017,Studia Edukacyjne,Hanna_Liberska_12,False,14.0,False,D:\data\ranking\pdfs\v1-1\4656557752209989118.pdf
3747,4832317467469931215,880,880,Krystyna Janina Skarżyńska,https://orcid.org/0000-0003-1327-6850,empty,Psychologiczne i społeczne asekty poparcia dla autorytarnej polityki,2018,Przegląd Socjologiczny,Krystyna_Janina_Skarżyńska_4,False,25.0,True,D:\data\ranking\pdfs\v1-1\4832317467469931215.pdf
3748,4834292555903706418,70,70,Tatiana Senko,https://orcid.org/0000-0002-1240-2571,empty,"Konflikty międzypokoleniowe, przyczyny i klasifikacja. Межпоколенные конфликты, их причины и классификация",2018-12-20,Annales Universitatis Paedagogicae Cracoviensis,Tatiana_Senko_3,False,14.0,False,D:\data\ranking\pdfs\v1-1\4834292555903706418.pdf
3749,4842086254227850146,54,54,Barbara Jolanta Bętkowska-Korpała,https://orcid.org/0000-0001-7893-8726,empty,Main communication barriers in the process of delivering bad news to oncological patients - medical perspective,2017,Folia medica Cracoviensia,Barbara_Jolanta_Bętkowska-Korpała_11,False,12.0,False,D:\data\ranking\pdfs\v1-1\4842086254227850146.pdf
