name,orcid,link,date,journal
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1093/chemse/bjy038,2018,Chemical Senses
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1177/1745691618755704,2018,Perspectives on Psychological Science
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1007/s12144-018-9945-0,2018,Current Psychology
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1016/j.appet.2018.04.012,2018,Appetite
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1080/00224545.2017.1327404,2018,Journal of Social Psychology
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1016/j.paid.2016.07.005,2017,Personality and Individual Differences
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.3389/fpsyg.2017.01728,2017,Frontiers in Psychology
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1007/s12144-017-9651-3,2017,Current Psychology
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.3389/fpsyg.2017.01199,2017,Frontiers in Psychology
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1177/0022022117698039,2017,Journal of Cross-Cultural Psychology
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.1515/ppb-2017-0036,2017,Polish Psychological Bulletin
Katarzyna Cantarero,https://orcid.org/0000-0003-2720-484X,https://doi.org/10.3389/fpsyg.2017.00814,2017,Frontiers in Psychology
Agnieszka Chrzczonowicz-StÄ™pieÅ„,https://orcid.org/0000-0001-5236-6387,https://doi.org/10.1002/brb3.1213,2019,Brain and Behavior
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1038/s41598-021-85943-7,2021,Scientific Reports
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1080/07481187.2019.1616855,2021,Death Studies
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1371/journal.pone.0253145,2021-07-01,PLOS ONE
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1186/s12955-020-01348-6,2020,Health and Quality of Life Outcomes
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1371/journal.pone.0243056,2020,PLoS ONE
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.3389/fpsyt.2020.569981,2020-09-09,Frontiers in Psychiatry
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.13075/ijomeh.1896.01406,2019,International Journal of Occupational Medicine and Environmental Health
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.13075/mp.5893.00800,2019,Medycyna Pracy
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1111/ijsa.12241,2019-06,International Journal of Selection and Assessment
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.13075/mp.5893.00664,2018,Medycyna Pracy
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,Dbałość o pracownika jako istotny element społecznej odpowiedzialności biznesu. Wybrane obszary działania,2018,Etyka biznesu i zrównoważony rozwój. Interdyscyplinarne studia teoretyczno-empiryczne
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.14691/cppj.24.3.539,2018,Czasopismo Psychologiczne
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,Occupational Burnout as a Consequence of Workaholism - An Outline of the Problem Based on Studies of Polish Women Running Their Own Business Activity,2018,European Journal of Economics and Business Studies
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.14691/cppj.24.1.201,2018,Czasopismo Psychologiczne -Pychological Journal
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.14691/cppj.24.3.573,2018,Czasopismo Psychologiczne -Pychological Journal
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.2478/ejes-2018-0053,2018-08-01,
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.26417/ejes.v4i2.p35-40,2018-07,European Journal of Economics and Business Studies
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,"Kto bywa cyniczny w pracy? Zaangażowanie w pracę, przywiązanie do organizacji i etyka pracy a cynizm organizacyjny",2017,Zarządzanie Zasobami Ludzkimi
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.1515/pjap-2015-0073,2017,Polish Journal of Applied Psychology
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.14656/pfp20170304,2017,Polskie Forum Psychologiczne
Agata Chudzicka-CzupaÅ‚a,https://orcid.org/0000-0002-6517-5018,https://doi.org/10.13075/mp.5893.00640,2017-11-24,
Roman SÅ‚awomir CieÅ›lak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.2196/32007,2021-12-06,JMIR Mental Health
Roman SÅ‚awomir CieÅ›lak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.2196/21445,2021-01-11,Journal of Medical Internet Research
Roman SÅ‚awomir CieÅ›lak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1371/journal.pone.0237250,2020,PLoS ONE
Roman SÅ‚awomir CieÅ›lak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.13075/mp.5893.00822,2019,Medycyna Pracy
Roman SÅ‚awomir CieÅ›lak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1186/s13063-019-3401-9,2019-12,Trials
Roman SÅ‚awomir CieÅ›lak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.3389/fpsyg.2019.02786,2019-12-20,Frontiers in Psychology
Roman SÅ‚awomir CieÅ›lak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1016/j.invent.2017.01.001,2017,Internet Interventions
Roman SÅ‚awomir CieÅ›lak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1007/s12160-016-9821-9,2017,Annals of Behavioral Medicine
Roman SÅ‚awomir CieÅ›lak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1080/10615806.2017.1329932,2017,"Anxiety, stress, and coping"
Roman SÅ‚awomir CieÅ›lak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.1186/s12955-017-0645-5,2017,Health and Quality of Life Outcomes
Roman SÅ‚awomir CieÅ›lak,https://orcid.org/0000-0002-2413-5343,https://doi.org/10.13075/ijomeh.1896.01134,2017-10-09,International Journal of Occupational Medicine and Environmental Health
Aleksandra Katarzyna CisÅ‚ak-WÃ³jcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1016/j.jenvp.2021.101576,2021,Journal of Environmental Psychology
Aleksandra Katarzyna CisÅ‚ak-WÃ³jcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1111/bjso.12499,2021-09-17,British Journal of Social Psychology
Aleksandra Katarzyna CisÅ‚ak-WÃ³jcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1177/1368430220959451,2021-08,Group Processes & Intergroup Relations
Aleksandra Katarzyna CisÅ‚ak-WÃ³jcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1016/j.cobeha.2019.12.013,2020,Current Opinion in Behavioral Sciences
Aleksandra Katarzyna CisÅ‚ak-WÃ³jcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1016/j.jrp.2019.103882,2019,Journal of Research in Personality
Aleksandra Katarzyna CisÅ‚ak-WÃ³jcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1016/j.jenvp.2018.08.009,2018-10,Journal of Environmental Psychology
Aleksandra Katarzyna CisÅ‚ak-WÃ³jcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1177/0146167218757456,2018-06-27,Personality and Social Psychology Bulletin
Aleksandra Katarzyna CisÅ‚ak-WÃ³jcik,https://orcid.org/0000-0002-9880-6947,https://doi.org/10.1007/s11192-018-2667-0,2018-04,Scientometrics
Maria Cyniak-Cieciura,https://orcid.org/0000-0002-6293-8729,https://doi.org/10.1177/1524838019876702,2021-10-24,"Trauma, Violence, & Abuse"
Maria Cyniak-Cieciura,https://orcid.org/0000-0002-6293-8729,Five-Factor Personality (FFP) traits and PTSD symptoms: results of prospective and cross-sectional studies,2018,The Review of Psychology
Maria Cyniak-Cieciura,https://orcid.org/0000-0002-6293-8729,https://doi.org/10.1016/j.paid.2018.01.036,2018,Personality and Individual Differences
Maria Cyniak-Cieciura,https://orcid.org/0000-0002-6293-8729,https://doi.org/10.1016/j.eurpsy.2017.02.491,2017,European Psychiatry
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1016/j.foodqual.2020.104111,2021,Food Quality and Preference
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1080/00224545.2020.1867042,2021-09-03,The Journal of Social Psychology
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1037/pspp0000260,2020,Journal of Personality and Social Psychology
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1371/journal.pone.0241464,2020-10-30,PLOS ONE
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1371/journal.pone.0222492,2019,PLoS ONE
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1080/17439760.2018.1557244,2019,Journal of Positive Psychology
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1111/jopy.12423,2019,Journal of Personality
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.24425/119483,2018,Polish Psychological Bulletin
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1123/jsep.2017-0244,2018,Journal of Sport and Exercise Psychology
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,Self-esteem mediates relationships between self-concept clarity and perceptions of the future,2018-06-27,"Journal of Education, Culture and Society"
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.5964/spb.v13i1.25501,2018-04-11,Social Psychological Bulletin
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1080/00224545.2017.1282851,2017,Journal of Social Psychology
Marzena Aneta CypryaÅ„ska-Nezlek,https://orcid.org/0000-0001-9234-5628,https://doi.org/10.1080/00224545.2017.1282849,2017,Journal of Social Psychology
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.24425/ppb.2020.133773,2020,Polish Psychological Bulletin
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.32872/spb.v14i1.30207,2019-05-15,Social Psychological Bulletin
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.1007/s12144-017-9614-8,2019-04,Current Psychology
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.1515/ppb-2017-0025,2017,Polish Psychological Bulletin
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.13075/mp.5893.00528,2017,Medycyna Pracy
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.1515/ppb-2017-0022,2017,Polish Psychological Bulletin
Agnieszka Czerw,https://orcid.org/0000-0002-0074-3264,https://doi.org/10.1515/ppb-2017-0017,2017,Polish Psychological Bulletin
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jad.2021.01.063,2021-01,Journal of Affective Disorders
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jcrimjus.2020.101750,2020,Clinical Child Psychology and Psychiatry
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/10911359.2019.1648225,2020-02-17,Journal of Human Behavior in the Social Environment
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/01639625.2019.1665221,2019,Deviant Behavior
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/10538712.2019.1592272,2019,Journal of Child Sexual Abuse
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1108/jcs-12-2018-0029,2019,Journal of Children’s Services
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/01639625.2018.1456723,2019,Deviant Behavior
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.chb.2018.12.028,2019-04,Computers in Human Behavior
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/01639625.2016.1266887,2018,Deviant Behavior
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.chiabu.2018.02.018,2018,Child Abuse & Neglect
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.3389/fpsyg.2018.01596,2018,Frontiers in Psychology
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1177/1079063217691966,2018,Sexual Abuse
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.chiabu.2016.12.003,2017,Child Abuse & Neglect
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jcrimjus.2017.03.002,2017,Journal of Criminal Justice
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/14789949.2017.1318161,2017,Journal of Forensic Psychiatry and Psychology
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1108/jarhe-03-2016-0015,2017,Journal of Applied Research in Higher Education
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1177/0886260517741628,2017,Journal of Interpersonal Violence
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.jcrimjus.2017.06.001,2017,Journal of Criminal Justice
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/14999013.2017.1339744,2017,International Journal of Forensic Mental Health
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1080/01639625.2016.1246034,2017,Deviant Behavior
Agata DÄ™bowska,https://orcid.org/0000-0002-3035-3945,https://doi.org/10.1016/j.chiabu.2017.06.014,2017,Child Abuse & Neglect
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.3390/su13105716,2021,Sustainability
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1080/00224545.2020.1758017,2021,Journal of Social Psychology
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1080/01973533.2020.1837134,2021,Basic and  Applied Social Psychology
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.32872/spb.6525,2021,Social Psychological Bulletin
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.5114/aoms.2020.99592,2021,Archives of Medical  Science
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1027/2151-2604/a000451,2021,Zeitschrift fur Psychologie
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1371/journal.pone.0261648,2021-12-30,PLOS ONE
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.3390/su132212562,2021-11,Sustainability
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.3390/vaccines9080933,2021-08,Vaccines
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.3390/jcm9051464,2020,Journal of Clinical Medicine
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.5114/hpr.2020.96895,2020,Health Psychology Report
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1080/01973533.2019.1695615,2020,Basic and Applied Social Psychology
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1177/0033294119872208,2020,Psychological Reports
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1007/s10055-019-00423-8,2020,Virtual Reality
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1007/s12144-017-9626-4,2019,Current Psychology
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1177/1938965518797075,2019,Cornell Hospitality Quarterly
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1080/00224545.2018.1505708,2019,Journal of Social Psychology
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1002/ijop.12469,2019,International Journal of Psychology
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1007/s12144-017-9729-y,2019,Current Psychology
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1016/j.aap.2018.03.007,2018,Accident Analyses and  Prevention
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1016/j.paid.2017.08.032,2018,Personality and Individual Differences
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.1016/j.actpsy.2018.04.012,2018,Acta Psychologica
Dariusz Antoni DoliÅ„ski,https://orcid.org/0000-0002-4225-4258,https://doi.org/10.3389/fpsyg.2018.01519,2018,Frontiers in Psychology
Krystyna Eleonora Drat-Ruszczak,https://orcid.org/0000-0002-8479-632X,https://doi.org/10.1016/j.paid.2020.110060,2020,Personality and Individual Differences
Joanna Eulalia Dudek,https://orcid.org/0000-0002-7114-8884,https://doi.org/10.1186/s12905-021-01174-y,2021-12,BMC Women's Health
Joanna Eulalia Dudek,https://orcid.org/0000-0002-7114-8884,https://doi.org/10.1016/j.mehy.2020.110435,2021-01,Medical Hypotheses
Joanna Eulalia Dudek,https://orcid.org/0000-0002-7114-8884,https://doi.org/10.1080/13548506.2018.1459750,2018,"Psychology, Health and Medicine"
Joanna Eulalia Dudek,https://orcid.org/0000-0002-7114-8884,https://doi.org/10.1515/ppb-2017-0051,2017,Polish Psychological Bulletin
Karolina DukaÅ‚a,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.1111/josi.12392,2020,Journal of Social Issues
Karolina DukaÅ‚a,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.1080/1068316x.2018.1511789,2019,"Psychology, Crime & Law"
Karolina DukaÅ‚a,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.7494/human.2019.18.4.31,2019,Studia Humanistyczne AGH
Karolina DukaÅ‚a,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.1111/jasp.12598,2019-08,Journal of Applied Social Psychology
Karolina DukaÅ‚a,https://orcid.org/0000-0001-9564-3102,https://doi.org/10.3389/fpsyg.2017.00814,2017-06,Frontiers in Psychology
Karolina DukaÅ‚a,https://orcid.org/0000-0001-9564-3102,Lie detection - of what?,unrecovered,Problemy Kryminalistyki
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://doi.org/10.3389/fpsyg.2019.00624,2019-03-21,Frontiers in psychology
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://doi.org/10.1080/13854046.2018.1555282,2019-01-18,The Clinical neuropsychologist
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,"Successful BCI communication via high‑frequency SSVEP or visual, audio or tactile P300 in 30 tested volunteers.",2019-01-01,Acta neurobiologiae experimentalis
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://doi.org/10.1142/s0129065718500491,2018-10-29,International journal of neural systems
Anna Ewa Duszyk-Bogorodzka,https://orcid.org/0000-0002-5984-2339,https://doi.org/10.1088/1741-2552/aa836f,2017-12-01,Journal of neural engineering
Maciej Andrzej Dymkowski,https://orcid.org/0000-0001-9611-3891,https://doi.org/10.24425/hsm.2019.130583,2019,Historyka. Studia Metodologiczne
Maciej Andrzej Dymkowski,https://orcid.org/0000-0001-9611-3891,https://doi.org/10.14691/cppj.24.1.37,2018,Czasopismo Psychologiczne -Pychological Journal
Maciej Andrzej Dymkowski,https://orcid.org/0000-0001-9611-3891,O źródłach Holokaustu w świetle badań nad destrukcyjnym posłuszeństwem,2017,Historyka. Studia Metodologiczne
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1080/17439760.2021.1885054,2021,Journal of Positive Psychology
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1007/s10902-020-00218-8,2021,Journal of Happiness Studies
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1007/s10902-021-00389-y,2021,Journal of Happiness Studies
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1007/s12144-019-00264-3,2021,Current Psychology
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1007/s12144-019-00315-9,2021,Current Psychology
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1111/psyp.13318,2019,Psychophysiology
Jolanta Enko,https://orcid.org/0000-0002-1982-2798,https://doi.org/10.1016/j.ijpsycho.2019.01.008,2019,International Journal of Psychophysiology
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1080/15377857.2020.1869786,2021,Journal of Political Marketing
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,Positive—Negative Asymmetry in Evaluation of Natural Stimuli: Empirical Study in the Contrast Model of Similarity Extended to Open Sets,2021,The American Journal of Psychology
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1007/s12144-021-02168-7,2021-08-07,Current Psychology
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,Meaningful Versus Meaningless Sounds and Words: A False Memories Perspective,2021-04-12,Experimental Psychology
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1080/15377857.2019.1652221,2020,Journal of Political Marketing
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1080/15377857.2019.1678912,2019,Journal of Political Marketing
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.33226/1231-7853.2019.6.1,2019,Marketing i Rynek
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.7206/dec.1733-0092.127,2019,Decyzje
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.5406/amerjpsyc.131.2.0151,2018,American Journal of Psychology
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.1080/15377857.2018.1447754,2018,Journal of Political Marketing
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,https://doi.org/10.3389/fpsyg.2018.00213,2018,Frontiers in Psychology
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,Kształtowanie wizerunku komunikacji miejskiej. Znaczenie poznawczych teorii podobieństwa w budowaniu wartości marki ,2017,Marketing i Rynek
Andrzej Falkowski,https://orcid.org/0000-0001-5919-1110,Siła cech negatywnych w kształtowaniu się podobieństwa: implikacje dla budowania wizerunku marki miasta,2017,Psychologia Społeczna
Aleksandra Katarzyna Fila-Jankowska,https://orcid.org/0000-0002-4170-6718,https://doi.org/10.5114/cipp.2018.72260,2018,Current Issues in Personality Psychology
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1177/0261927x211044789,2021-10-27,Journal of Language and Social Psychology
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.32872/spb.5337,2021-03-30,Social Psychological Bulletin
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1027/1864-9335/a000435,2020,Social Psychology
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1177/0261927x19884354,2020,Journal of Language and Social Psychology
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1017/s0142716420000831,2020,Applied Psycholinguistics
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1080/02699931.2019.1682970,2020,Cognition and Emotion
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1177/1948550619893957,2020,Social Psychological and Personality Science
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1002/ejsp.2561,2019,European Journal of Social Psychology
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1007/s11192-018-2667-0,2018,Scientometrics
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1016/j.jesp.2018.04.003,2018,Journal of Experimental Social Psychology
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1080/00224545.2017.1282851,2017,Journal of Social Psychology
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1177/0022022116688085,2017,Journal of Cross-Cultural Psychology
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1027/1864-9335/a000319,2017,Social Psychology
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1515/ppb-2017-0010,2017,Polish Psychological Bulletin
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1080/00224545.2017.1282849,2017,Journal of Social Psychology
Magdalena Maria Formanowicz,https://orcid.org/0000-0001-5859-7100,https://doi.org/10.1002/ejsp.2231,2017,European Journal of Social Psychology
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.3389/fpsyg.2021.647881,2021-05-17,Frontiers in Psychology
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1002/ejsp.2649,2020-06,European Journal of Social Psychology
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1038/s41597-019-0029-2,2019,Scientific data
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1177/2515245918810225,2018,Advances in Methods and Practices in Psychological Science
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1177/0146167218757456,2018,Personality and Social Psychology Bulletin
Natalia Frankowska,https://orcid.org/0000-0001-9487-0629,https://doi.org/10.1177/1745691618755704,2018,Perspectives on Psychological Science
