name,orcid,link,title,date,journal,id
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.1080/02699206.2019.1637458,Language assessment of monolingual and multilingual children using non-word and sentence repetition tasks,2020-04-02,Clinical Linguistics & Phonetics,Ewa_Maria_Haman_5
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.1371/journal.pone.0220611,"Age of acquisition of 299 words in seven languages: American English, Czech, Gaelic, Lebanese Arabic, Malay, Persian and Western Armenian",2019-08-08,PLOS ONE,Ewa_Maria_Haman_6
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.1177/1367006917733067,Picture-based vocabulary assessment versus parental questionnaires: A cross-linguistic study of bilingual assessment methods,2019-04,International Journal of Bilingualism,Ewa_Maria_Haman_7
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.1177/0265659018780958,Using parental questionnaires to investigate the heritage language proficiency of bilingual children,2018-06,Child Language Teaching and Therapy,Ewa_Maria_Haman_9
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.1016/j.jpeds.2017.12.082,English language acquisition is delayed in bilingual homes,2018-03,The Journal of Pediatrics,Ewa_Maria_Haman_10
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.2478/plc-2018-0020,“Do You Remember Going to the Beach?”: References to Internal States in Polish and American Mother-Preschooler Shared Narratives,2018-01-01,Psychology of Language and Communication,Ewa_Maria_Haman_11
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.1080/02699206.2017.1307454,LITMUS-CLT: A new way to assess bilingual lexicons,2017,Clinical Linguistics and Phonetics,Ewa_Maria_Haman_13
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.1080/02699206.2017.1308553,Noun and verb knowledge in monolingual preschool children across 17 languages: Data from cross-linguistic lexical tasks (LITMUS-CLT),2017,Clinical Linguistics and Phonetics,Ewa_Maria_Haman_14
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.1080/13670050.2016.1179258,Parent report of early lexical production in bilingual children: a cross-linguistic CDI comparison,2017,International Journal of Bilingual Education and Bilingualism,Ewa_Maria_Haman_15
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.1080/13670050.2016.1179259,The impact of a first-generation immigrant environment on the heritage language: productive vocabularies of Polish toddlers living in the UK and Ireland,2017,International Journal of Bilingual Education and Bilingualism,Ewa_Maria_Haman_16
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.1080/02699206.2017.1307455,Validating the psycholinguistic aspects of LITMUS-CLT: Evidence from Polish and Norwegian,2017,Clinical Linguistics and Phonetics,Ewa_Maria_Haman_17
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.3389/fpsyg.2017.01444,How Does L1 and L2 Exposure Impact L1 Performance in Bilingual Children? Evidence from Polish-English Migrants to the United Kingdom,2017-09-04,Frontiers in Psychology,Ewa_Maria_Haman_18
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.3389/fpsyg.2017.01358,Home Language Will Not Take Care of Itself: Vocabulary Knowledge in Trilingual Children in the United Kingdom,2017-08-10,Frontiers in Psychology,Ewa_Maria_Haman_19
Ewa Maria Haman,https://orcid.org/0000-0003-1615-711X,https://doi.org/10.1080/02699206.2017.1310930,The effects of bilingual status on lexical comprehension and production in Maltese five-year-old children: A LITMUS-CLT study,2017-05-08,Clinical Linguistics & Phonetics,Ewa_Maria_Haman_20
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1556/2006.2020.00075,A pilot study of mindfulness-based relapse prevention for compulsive sexual behaviour disorder,2021,Journal of Behavioral Addictions,Paweł_Aleksander_Holas_1
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1016/j.comppsych.2020.152222,Generalized anxiety and depressive symptoms in various age groups during the COVID-19 lockdown in Poland. Specific predictors and differences in symptoms severity,2021,Comprehensive Psychiatry,Paweł_Aleksander_Holas_2
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.3389/fpsyt.2021.562899,"Risk of Developing Post-traumatic Stress Disorder in Severe COVID-19 Survivors, Their Families and Frontline Healthcare Workers: What Should Mental Health Specialists Prepare For?",2021,Frontiers in Psychiatry,Paweł_Aleksander_Holas_3
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1007/s12671-020-01314-9,Effects of Brief Mindfulness Meditation on Attention Switching,2020,Mindfulness,Paweł_Aleksander_Holas_4
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1080/02699931.2020.1795627,Manifestations of clinical depression in daily life: a daily diary study of descriptions of naturally occurring events,2020,Cognition and Emotion,Paweł_Aleksander_Holas_5
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1080/00207454.2020.1748621,"Mindfulness-based cognitive therapy reduces clinical symptoms, but do not change frontal alpha asymmetry in people with major depression disorder",2020,INTERNATIONAL JOURNAL OF NEUROSCIENCE,Paweł_Aleksander_Holas_6
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1007/s12671-020-01353-2,Modification of Attentional Bias to Emotional Faces Following Mindfulness-Based Cognitive Therapy in People with a Current Depression,2020,Mindfulness,Paweł_Aleksander_Holas_7
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1080/02699931.2018.1541168,Attention to negative words predicts daily rumination among people with clinical depression: evidence from an eye tracking and daily diary study,2019,Cognition and Emotion,Paweł_Aleksander_Holas_8
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1080/00207284.2019.1653189,Cognitive-behavioural (CBT) and psychodynamic (PDT) group psychotherapy and their impact on depressive symptoms and hostile attributions. ,2019,International Journal of Group Psychotherapy,Paweł_Aleksander_Holas_10
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1016/j.genhosppsych.2019.04.014,Relationship between alexithymia and variability of blood pressure measured with ABPM in hypertensive patients,2019,General Hospital Psychiatry,Paweł_Aleksander_Holas_11
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1007/s12144-019-0164-0,The factor structure of a Polish language version of the hospital anxiety depression scale (HADS),2019,CURRENT PSYCHOLOGY,Paweł_Aleksander_Holas_12
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1007/s10902-018-9979-x,"Within-Person Relationships Among Daily Gratitude, Well-Being, Stress, and Positive Experiences",2019,Journal of Happiness Studies,Paweł_Aleksander_Holas_13
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1002/jclp.22617,Positive online attentional training as a means of modifying attentional and interpretational biases among the clinically depressed: An experimental study using eye tracking,2018,JOURNAL OF CLINICAL PSYCHOLOGY,Paweł_Aleksander_Holas_14
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.36141/svdld.v35i2.6604,Relationship of Emotional Distress and Physical Concerns with Fatigue Severity in Sarcoidosis,2018,SARCOIDOSIS VASCULITIS AND DIFFUSE LUNG DISEASES,Paweł_Aleksander_Holas_17
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1016/j.rmed.2017.04.011,Agoraphobic avoidance predicts emotional distress and increased physical concerns in chronic obstructive pulmonary disease,2017,Respiratory Medicine,Paweł_Aleksander_Holas_18
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1016/j.genhosppsych.2017.04.013,Association of anxiety sensitivity-physical concerns and FVC with dyspnea severity in sarcoidosis,2017,GENERAL HOSPITAL PSYCHIATRY,Paweł_Aleksander_Holas_19
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.5281/zenodo.580863,Emotional regulation and the occurrence and course of hypertension,2017,"Journal of Education, Health and Sport",Paweł_Aleksander_Holas_20
Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1016/j.jrp.2017.09.002,Positive daily experiences can buffer the negative effects of daily stress: A conceptual replication,2017,Journal of Research in Personality,Paweł_Aleksander_Holas_21
Mirosława Bojana Huflejt-Łukasik,https://orcid.org/0000-0001-7959-1760,https://doi.org/10.1016/j.comppsych.2020.152222,Generalized anxiety and depressive symptoms in various age groups during the COVID-19 lockdown in Poland. Specific predictors and differences in symptoms severity,2021,Comprehensive Psychiatry,Mirosława_Bojana_Huflejt-Łukasik_1
Mirosława Bojana Huflejt-Łukasik,https://orcid.org/0000-0001-7959-1760,https://doi.org/10.7206/cr.2081-7029.45,Siła woli – modele teoretyczne i ich zastosowanie w coachingu,2017,Coaching Review,Mirosława_Bojana_Huflejt-Łukasik_4
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.7717/peerj.10488,Can valence and origin of emotional words influence the assessments of ambiguous stimuli in terms of warmth or competence?,2021,PeerJ,Kamil_Konrad_Imbir_1
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.3389/fnhum.2021.617861,"Event-Related Potential Correlates of Valence, Arousal, and Subjective Significance in Processing of an Emotional Stroop Task",2021,Frontiers in Human Neuroscience,Kamil_Konrad_Imbir_2
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1080/00223891.2020.1832102,Can Emotional Awareness of Liars Influence Deception Detection Effectiveness?,2020,Journal of Personality Assessment,Kamil_Konrad_Imbir_3
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.3389/fnhum.2020.567220,"Electrophysiological and Behavioral Correlates of Valence, Arousal and Subjective Significance in the Lexical Decision Task",2020,Frontiers in Human Neuroscience,Kamil_Konrad_Imbir_4
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.5709/acp-0292-z,How does knowledge about an Artist’s disability change the aesthetic experience?,2020,Advances in Cognitive Psychology,Kamil_Konrad_Imbir_5
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1007/s12144-020-00808-y,Self-complexity mediates the relationship between temperamental perseverance and ruminative thoughts,2020,Current Psychology,Kamil_Konrad_Imbir_6
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1371/journal.pone.0241694,Valence and arousal of words in visual and conceptual interference control efficiency,2020,PLoS ONE,Kamil_Konrad_Imbir_7
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1177/1745691618808523,Broadening the Perspective on Emotional Contagion and Emotional Mimicry: The Correction Hypothesis,2019,Perspectives on Psychological Science,Kamil_Konrad_Imbir_8
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.3389/fpsyg.2019.00959,Impact of subliminally presented words valence' on risk-taking decisions in a game of chance,2019,Frontiers in Psychology,Kamil_Konrad_Imbir_9
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1007/s12144-019-00322-w,The influence of the physical context and knowledge of artworks on the aesthetic experience of interactive installations,2019,Current Psychology,Kamil_Konrad_Imbir_10
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1016/j.jneuroling.2019.100854,The role of valence and origin of emotions in emotional categorization task for words,2019,Journal of Neurolinguistics,Kamil_Konrad_Imbir_11
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1007/s12144-017-9669-6,"Words’ Origin of an Affective State, but not Valence, Shape the Reaction Latencies in a Word-Sign Choosing Ambiguous Task",2019,Current Psychology,Kamil_Konrad_Imbir_12
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1007/s12144-016-9553-9,Arousal and Subjective Significance Shapes Stimuli Interpretation across Warmth Vs. Competence Dimensions,2018,Current Psychology,Kamil_Konrad_Imbir_13
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.3389/fpsyg.2018.01981,The N400/FN400 and lateralized readiness potential neural correlates of valence and origin of words' affective connotations in ambiguous task processing,2018,Frontiers in Psychology,Kamil_Konrad_Imbir_14
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1080/20445911.2018.1499658,The role of activation charge in an emotional categorisation task for words: insight from the perspective of a dual process theory of the activation mechanisms,2018,Journal of Cognitive Psychology,Kamil_Konrad_Imbir_15
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.18290/rpsych.2018.21.1-2,The role of the origin (automatic vs. reflective) of affective state for the effectiveness of persuasion based on strong vs. weak arguments,2018,Roczniki Psychologiczne,Kamil_Konrad_Imbir_16
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1177/0305735616671587,Affective reactions to music: Norms for 120 excerpts of modern and classical music,2017,Psychology of Music,Kamil_Konrad_Imbir_17
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1007/s12144-015-9396-9,Does Reading Words Differing in Arousal Load Influence Interference Control in Flanker Task?,2017,Current Psychology,Kamil_Konrad_Imbir_18
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1080/20445911.2016.1226313,Effects of the emotional properties of words and a manipulation of mindset on performance of an ambiguous task,2017,Journal of Cognitive Psychology,Kamil_Konrad_Imbir_19
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.3389/fpsyg.2017.00880,N450 and LPC event-related potential correlates of an Emotional Stroop Task with words differing in valence and emotional origin,2017,Frontiers in Psychology,Kamil_Konrad_Imbir_20
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.3389/fpsyg.2017.00855,The Affective Norms for Polish Short Texts (ANPST) database properties and impact of participants' population and sex on affective ratings,2017,Frontiers in Psychology,Kamil_Konrad_Imbir_21
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.3389/fnhum.2017.00608,Two aspects of activation: Arousal and subjective significance - Behavioral and event-related potential correlates investigated by means of a modified emotional stroop task,2017,Frontiers in Human Neuroscience,Kamil_Konrad_Imbir_22
Kamil Konrad Imbir,https://orcid.org/0000-0002-3630-5602,https://doi.org/10.1007/s10936-017-9505-z,Valence and Origin of Emotional Words Influence on Subsequent Perception of Ambiguous Stimuli in Terms of Competence Versus Warmth,2017,Journal of Psycholinguistic Research,Kamil_Konrad_Imbir_23
Konrad Seweryn Jankowski,https://orcid.org/0000-0003-0613-9532,https://doi.org/10.3390/ani11071893,Animal Welfare Attitudes: Effects of Gender and Diet in University Samples from 22 Countries,2021-06,Animals,Konrad_Seweryn_Jankowski_1
Konrad Seweryn Jankowski,https://orcid.org/0000-0003-0613-9532,https://doi.org/10.3390/adolescents1020008,Role of Living Conditions and Socioenvironmental Factors on Chronotype in Adolescents,2021-04,Adolescents,Konrad_Seweryn_Jankowski_2
Konrad Seweryn Jankowski,https://orcid.org/0000-0003-0613-9532,https://doi.org/10.3390/nu12123622,Binge Eating Disorder: What Is the Role of Physical Activity Associated with Dietary and Psychological Treatment?,2020-11,Nutrients,Konrad_Seweryn_Jankowski_3
Konrad Seweryn Jankowski,https://orcid.org/0000-0003-0613-9532,https://doi.org/10.1007/s12144-020-00861-7,The mediational role of emotion regulation in the relationship between personality and subjective well-being,2020-07-14,Current Psychology,Konrad_Seweryn_Jankowski_4
Konrad Seweryn Jankowski,https://orcid.org/0000-0003-0613-9532,https://doi.org/10.1080/09291016.2020.1788807,Ukrainian versions of the Composite Scale of Morningness and Munich Chronotype Questionnaire,2020-07-03,Biological Rhythm Research,Konrad_Seweryn_Jankowski_5
Konrad Seweryn Jankowski,https://orcid.org/0000-0003-0613-9532,https://doi.org/10.5334/pb.487,What Are the Optimal Levels of Time Perspectives? Deviation from the Balanced Time Perspective-Revisited (DBTP-r),2020-06-25,Psychologica Belgica,Konrad_Seweryn_Jankowski_6
Konrad Seweryn Jankowski,https://orcid.org/0000-0003-0613-9532,https://doi.org/10.1080/07420528.2020.1754844,"Angry night birds: Emotionality, activity and sociability temperament in adolescent chronotypes",2020-05-03,Chronobiology International,Konrad_Seweryn_Jankowski_7
Konrad Seweryn Jankowski,https://orcid.org/0000-0003-0613-9532,https://doi.org/10.1016/j.paid.2019.109772,Deviation from the balanced time perspective: A systematic review of empirical relationships with psychological variables,2020-04,Personality and Individual Differences,Konrad_Seweryn_Jankowski_8
Konrad Seweryn Jankowski,https://orcid.org/0000-0003-0613-9532,https://doi.org/10.1080/07420528.2019.1680559,"Why do evening people consider themselves more intelligent than morning individuals? The role of big five, narcissism, and objective cognitive ability",2019-12-02,Chronobiology International,Konrad_Seweryn_Jankowski_12
Konrad Seweryn Jankowski,https://orcid.org/0000-0003-0613-9532,https://doi.org/10.1177/0961463x18757390,"Sleep timing is linked to sociosexuality: Evidence from German, Polish, Slovak, and Spanish females",2019-08,Time & Society,Konrad_Seweryn_Jankowski_13
Katarzyna Karzel,https://orcid.org/0000-0003-1188-1037,https://doi.org/10.3390/nu11091972,"Lipid profile, lipase bioactivity, and lipophilic antioxidant content in high pressure processed donor human milk",2019,Nutrients,Katarzyna_Karzel_1
Katarzyna Karzel,https://orcid.org/0000-0003-1188-1037,https://doi.org/10.3389/fped.2018.00323,New achievements in high-pressure processing to preserve human milk bioactivity,2018,Frontiers in Pediatrics,Katarzyna_Karzel_3
Katarzyna Karzel,https://orcid.org/0000-0003-1188-1037,https://doi.org/10.17443/smp2018.15.02,Zastosowanie analizatora mleka kobiecego w ocenie wartości odżywczej pokarmu przeznaczonego dla noworodków urodzonych przedwcześnie,2018,Standardy Medyczne. Pediatria,Katarzyna_Karzel_4
Grażyna Maria Katra,https://orcid.org/0000-0003-3474-297X,https://doi.org/10.4467/20843879pr.21.015.15138,"Sprawozdanie z XXIX Ogólnopolskiej Konferencji Psychologii Rozwojowej, Uniwersytet Warszawski, 20–22 maja 2021",2021-09,Psychologia Rozwojowa,Grażyna_Maria_Katra_1
Grażyna Maria Katra,https://orcid.org/0000-0003-3474-297X,https://doi.org/10.18290/rpsych.2019.22.3-1,A New Approach to the Professional Role of the School Psychologist,2019,Roczniki Psychologiczne,Grażyna_Maria_Katra_2
Grażyna Maria Katra,https://orcid.org/0000-0003-3474-297X,https://doi.org/10.5604/01.3001.0013.6331,Współczesne ujęcia i modele wychowania,2019,PSYCHOLOGIA WYCHOWAWCZA,Grażyna_Maria_Katra_3
Grażyna Maria Katra,https://orcid.org/0000-0003-3474-297X,https://doi.org/10.5604/01.3001.0011.7858,Modyfikowanie gotowości do zachowań ryzykownych u młodzieży o zróżnicowanym poziomie lęku poprzez wzbudzanie aktywności prospektywnej,2017,PSYCHOLOGIA WYCHOWAWCZA,Grażyna_Maria_Katra_4
Grażyna Maria Katra,https://orcid.org/0000-0003-3474-297X,https://doi.org/10.4467/20843879pr.17.008.7040,Psycholog jako współkreator środowiska i procesu edukacyjno-wychowawczego,2017,Psychologia Rozwojowa,Grażyna_Maria_Katra_6
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.3389/fpsyt.2021.614102,Autistic Adult Health and Professional Perceptions of It: Evidence From the ASDEU Project,2021,Frontiers in Psychiatry,Rafał_Janusz_Kawa_1
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.1007/s10803-021-05038-0,"Intervention Services for Autistic Adults: An ASDEU Study of Autistic Adults, Carers, and Professionals’ Experiences",2021,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,Rafał_Janusz_Kawa_2
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.1007/s10803-021-04873-5,Real-World Experiences in Autistic Adult Diagnostic Services and Post-diagnostic Support and Alignment with Services Guidelines: Results from the ASDEU Study,2021,Journal of Autism and Developmental Disorders,Rafał_Janusz_Kawa_3
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.1007/s10803-019-04253-0,"Early Detection, Diagnosis and Intervention Services for Young Children with Autism Spectrum Disorder in the European Union (ASDEU): Family and Professional Perspectives",2020,JOURNAL OF AUTISM AND DEVELOPMENTAL DISORDERS,Rafał_Janusz_Kawa_4
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.1007/s10803-019-04266-9,"Gluten-Free Diet in Children with Autism Spectrum Disorders: A Randomized, Controlled, Single-Blinded Trial",2020,Journal of Autism and Developmental Disorders,Rafał_Janusz_Kawa_5
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.1080/17405629.2019.1676715,Sensory processing in toddlers with autism spectrum disorders,2020,European Journal of Developmental Psychology,Rafał_Janusz_Kawa_6
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.1177/1362361317728436,What do parents of children with autism expect from participation in research? A community survey about early autism studies,2019,AUTISM,Rafał_Janusz_Kawa_7
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.4236/psych.2018.99132,"Exploratory Analysis of the Links among Life History, Reproductive Strategy, Autism-Spectrum Quotient, and Quality of Life",2018,Psychology,Rafał_Janusz_Kawa_8
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.2478/plc-2018-0017,Right Cerebral Hemisphere Language and Communication Functions in Females and Males with Autism Spectrum Disorders and Normal Intelligence,2018,Psychology of Language and Communication,Rafał_Janusz_Kawa_9
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.1177/1362361315626577,Attitudes of the autism community to early autism research,2017,Autism,Rafał_Janusz_Kawa_10
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.1177/1362361316675119,Behavioral and emotional problems in high-functioning girls and boys with autism spectrum disorders: Parents reports and adolescents self-reports,2017,Autism,Rafał_Janusz_Kawa_11
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.1016/j.infbeh.2017.04.007,Chaotic home environment is associated with reduced infant processing speed under high task demands,2017,Infant Behavior and Development,Rafał_Janusz_Kawa_12
Rafał Janusz Kawa,https://orcid.org/0000-0003-4613-3485,https://doi.org/10.3390/brainsci7120159,Early detection and intervention of ASD: A European overview,2017,Brain sciences,Rafał_Janusz_Kawa_13
Grażyna Iwona Kmita,https://orcid.org/0000-0003-0502-1882,https://doi.org/10.1080/20008198.2021.1940760,"COVID-19 Unmasked Global Collaboration Protocol: longitudinal cohort study examining mental health of young children and caregivers during the pandemic,COVID-19 Unmasked全球合作协议:考查疫情期间幼儿和看护人心理健康的纵向队列研究,Protocolo de colaboración global COVID-19 desenmascarado: estudio de cohorte longitudinal que examina la salud mental de niños pequeños y cuidadores durante la pandemia",2021,European Journal of Psychotraumatology,Grażyna_Iwona_Kmita_1
Grażyna Iwona Kmita,https://orcid.org/0000-0003-0502-1882,https://doi.org/10.1016/j.comppsych.2020.152222,Generalized anxiety and depressive symptoms in various age groups during the COVID-19 lockdown in Poland. Specific predictors and differences in symptoms severity,2021,Comprehensive Psychiatry,Grażyna_Iwona_Kmita_2
Grażyna Iwona Kmita,https://orcid.org/0000-0003-0502-1882,https://doi.org/10.1017/s0033291721005420,Pandemic trajectories of depressive and anxiety symptoms and their predictors: Five-wave study during the COVID-19 pandemic in Poland,2021,Psychological Medicine,Grażyna_Iwona_Kmita_3
Grażyna Iwona Kmita,https://orcid.org/0000-0003-0502-1882,https://doi.org/10.5603/gp.2020.0006,Antenatal depression and anxiety in primiparous polish mothers and fathers,2020,Ginekologia Polska,Grażyna_Iwona_Kmita_4
Grażyna Iwona Kmita,https://orcid.org/0000-0003-0502-1882,https://doi.org/10.1136/archdischild-2019-318231,"Drainage, irrigation and fibrinolytic therapy (DRIFT) for posthaemorrhagic ventricular dilatation: 10-year follow-up of a randomised controlled trial.",2020-07,Archives of disease in childhood. Fetal and neonatal edition,Grażyna_Iwona_Kmita_5
Grażyna Iwona Kmita,https://orcid.org/0000-0003-0502-1882,https://doi.org/10.3389/fpsyg.2020.00985,"Boruszak-Kiziukiewicz, J., Kmita, G. (2020). Parenting Self-Efficacy in Immigrant Families—A Systematic Review.",2020-05-26,Frontiers in Psychology,Grażyna_Iwona_Kmita_6
Grażyna Iwona Kmita,https://orcid.org/0000-0003-0502-1882,https://doi.org/10.3310/hta23040,"Ten-year follow-up of a randomised trial of drainage, irrigation and fibrinolytic therapy (DRIFT) in infants with post-haemorrhagic ventricular dilatation",2019-02,Health Technology Assessment,Grażyna_Iwona_Kmita_7
Grażyna Iwona Kmita,https://orcid.org/0000-0003-0502-1882,https://doi.org/10.14656/pfp20180303,INTERAKCJE W TRIADZIE MATKA-OJCIEC-DZIECKO W DIAGNOZIE I TERAPII DZIECI URODZONYCH ZE SKRAJNYM WCZEŚNIACTWEM,2018,Polish Psychological Forum,Grażyna_Iwona_Kmita_8
Marcin Maciej Leśniak,https://orcid.org/0000-0001-9924-9620,https://doi.org/10.1007/s10072-021-05366-0,Clinical significance of self-descriptive apathy assessment in patients with neurological form of Wilson’s disease,2021-06-14,Neurological Sciences,Marcin_Maciej_Leśniak_1
Marcin Maciej Leśniak,https://orcid.org/0000-0001-9924-9620,https://doi.org/10.1080/01443410.2020.1778642,Can praise undo the unfavourable effects of earlier failures?,2020-11-25,Educational Psychology,Marcin_Maciej_Leśniak_2
Marcin Maciej Leśniak,https://orcid.org/0000-0001-9924-9620,https://doi.org/10.5604/01.3001.0014.5288,How pure is pure alexia? A neuropsychological analysis of a case series of patients with alexia due to left hemispheric stroke,2020-10-15,Acta Neuropsychologica,Marcin_Maciej_Leśniak_3
Marcin Maciej Leśniak,https://orcid.org/0000-0001-9924-9620,https://doi.org/10.3233/nre-192951,Neuronavigated 1 Hz rTMS of the left angular gyrus combined with visuospatial therapy in post-stroke neglect,2020-02-26,NeuroRehabilitation,Marcin_Maciej_Leśniak_4
Marcin Maciej Leśniak,https://orcid.org/0000-0001-9924-9620,https://doi.org/10.1080/23279095.2019.1576691,Comprehensive cognitive training improves attention and memory in patients with severe or moderate traumatic brain injury,2019-03-18,Applied Neuropsychology: Adult,Marcin_Maciej_Leśniak_5
Marcin Maciej Leśniak,https://orcid.org/0000-0001-9924-9620,https://doi.org/10.1080/13803395.2018.1441379,"Effects of group versus individual therapy for patients with memory disorder after an acquired brain injury: A randomized, controlled study.",2018-03,Journal of clinical and experimental neuropsychology,Marcin_Maciej_Leśniak_6
Magdalena Linke-Jankowska,https://orcid.org/0000-0001-5514-9863,https://doi.org/10.1016/j.schres.2021.07.020,Chronotype in individuals with schizophrenia: A meta-analysis,2021,Schizophrenia Research,Magdalena_Linke-Jankowska_1
Magdalena Linke-Jankowska,https://orcid.org/0000-0001-5514-9863,https://doi.org/10.5114/cipp.2021.104595,Social and physical anhedonia in relation to grandiose and vulnerable narcissism,2021,Current Issues in Personality Psychology,Magdalena_Linke-Jankowska_2
Magdalena Linke-Jankowska,https://orcid.org/0000-0001-5514-9863,https://doi.org/10.1080/07420528.2020.1754844,"Angry night birds: Emotionality, activity and sociability temperament in adolescent chronotypes.",2020-05,Chronobiology international,Magdalena_Linke-Jankowska_3
Magdalena Linke-Jankowska,https://orcid.org/0000-0001-5514-9863,https://doi.org/10.1177/0961463x18757390,"Sleep timing is linked to sociosexuality: Evidence from German, Polish, Slovak, and Spanish females",2019,Time and Society,Magdalena_Linke-Jankowska_4
