file,pattern,snippet
10-1007_s10803-021-04873-5.pdf,Union,"Vol. :(0123456789)1 3Journal of Autism and Developmental Disorders 
https://doi.org/10.1007/s10803-021-04873-5
ORIGINAL PAPER
Real‑World Experiences in Autistic Adult Diagnostic Services 
and Post‑diagnostic Support and Alignment with Services Guidelines: 
Results from the ASDEU Study
Maria Luisa Scattoni1  · Martina Micai1 · Antonio Ciaramella1 · Tommaso Salvitti1 · Francesca Fulceri1 · 
Laura Maria Fatta1 · Luise Poustka2 · Robert Diehm3 · Georgi Iskrov4,5 · Rumen Stefanov4,5 · Quentin Guillon6 · 
Bernadette Rogé6 · Anthony Staines7 · Mary Rose Sweeney7 · Andrew Martin Boilson7 · Thora Leósdóttir8 · 
Evald Saemundsen8 · Irma Moilanen9,10 · Hanna Ebeling9,10 · Anneli Yliherva9,11 · Mika Gissler12,13,14 · 
Tarja Parviainen15 · Pekka Tani16 · Rafal Kawa17 · Astrid Vicente18 · Célia Rasga18 · Magdalena Budişteanu19 · 
Ian Dale20 · Carol Povey20 · Noelia Flores21 · Cristina Jenaro21 · Maria Luisa Monroy22 · Patricia García Primo23 · 
Tony Charman24 · Susanne Cramer25 · Christine Kloster Warberg25 · Ricardo Canal‑Bedia21 · Manuel Posada23 · 
Diana Schendel25,26,27
Accepted: 4 January 2021 
© The Author(s) 2021
Abstract
Research providing an evidence-base for autistic adult services is sparse. The Autism Spectrum Disorders in the European 
Union (ASDEU) network implemented an on-line survey to determine gaps in autistic adult diagnostic evaluation and post-
diagnostic support services. More than 55% in all groups experienced most of the recommended features for diagnostic 
evaluation for autistic adults. In contrast, < 2% of adults or carers, and < 21% of professionals experienced each of the recom-
mended features for post-diagnostic support. In contrast to 61% of professionals, only about 30% of autistic adults and carers 
had knowledge of good local services models for autism diagnosis in adulthood. There are major differences between good 
practice guidelines for diagnostic and post-diagnostic care for autistic adults, and what is actually experienced by services 
users and professionals. Keywords Autism spectrum disorder · Adults · Diagnosis · Services
Autism Spectrum Disorder is a lifelong, neurodevelopmen-
tal condition characterized by deficits in social communica-
tion and interaction, and restricted, repetitive repertoires of 
behavior, interests and activities (Diagnostic and Statistical 
Manual of Mental Disorders-fifth edition; DSM-5 2013; 
Howlin et al."
10-1007_s10803-021-04873-5.pdf,Union,"Non-European examples of guidelines for 
the care of autistic adults are provided by the diagnos-
tic process for children, adolescents and adults referred 
for assessment of autism spectrum disorder in Australia: 
A national guideline (Whitehouse et al. 2017), Autism 
Spectrum Disorders: Missouri best practice guidelines for 
screening, diagnosis, and assessment (2010), New Zea-
land Autism Spectrum Disorder Guideline (2016). Despite 
these resources, however, it is unknown how well or how 
widely the recommendations are implemented in practice 
in community settings. Aims and Objectives
The present study aimed to explore the real-world knowl-
edge and experiences in diagnostic evaluation and the post-
diagnostic support services for autistic adults in Europe Journal of Autism and Developmental Disorders 
1 3
and if the experiences were consistent with guidelines and 
recommendations, in order to identify gaps and opportuni-
ties for improvement. Information was gathered via an on-
line survey exploring the experiences of current services 
practices for autistic adults. The survey was carried out by 
researchers working within the Autism Spectrum Disorder 
in the European Union (ASDEU 2015–2018) network, a 
collaboration of 11 European countries (http://asdeu .eu/). The data were used to compare perceptions and experi-
ences of (1) autistic adults, (2) carers of autistic adults and 
(3) professionals in adult services, to determine the degree 
of alignment between the respondents’ actual experiences 
of services and published guidelines. With these data we 
hoped to identify potential target areas for improving the 
diagnostic processes and post-diagnostic support in addi-
tion to informing policy in this area. Method
Survey Development
Survey questions were based upon a variety of published 
guidelines and recommendations regarding services for 
autistic adults (Autism Europe 2013; Kendall et al. 2013; 
National Audit Office 2009; NICE 2012, 2014a, b, 2016; 
Think Autism: Updating the 2010 Adult Autism Strategy) 
which describe quality standards for health and social ser -
vices for autistic adults and associated approaches for the 
evaluation and profiling of needs and gaps in services for 
autistic adults. Response options for many questions were 
developed to reflect how closely respondents believed that 
the local services that they had experienced ‘fit’ these rec-
ommendations."
10-1007_s10803-021-04873-5.pdf,Union,"We cannot determine if or how results would change if we had more precise information 
on the timing of diagnosis vis a vis the 2012 guidelines and 
could limit our analysis to those respondents who were diag-
nosed after 2012. Nevertheless, what is most striking even 
in the sensitivity analysis results is the relatively high pro-
portion of respondents who experienced the recommended 
diagnostic evaluation practices versus the relatively low 
proportion of respondents—especially adults and carers—
who experienced the recommended post-diagnostic support 
practices. The results suggest a gap in the alignment between 
best practices and actual experiences in the diagnosis versus 
post-diagnosis services process. Further study is warranted 
to determine if, to date, the gap has narrowed, or possibly 
disappeared. It is also crucial to note again that the survey results were 
derived from a convenience sample and it is not known 
how well this represents the experience of these groups in 
the European population. Therefore, results may be best 
considered as a robust ‘pilot study’, providing an overall 
impression of the state of autistic adult services across dif-
ferent areas of the European Union. Therefore, results and 
interpretation of data warrant follow-up for confirmation in 
well-powered and well-designed scientific studies recruit-
ing larger sample sizes. Being a convenience sample, the 
present study also has the potential for selection bias in the 
recruitment of respondents, e.g., access to the online survey 
was restricted to people with internet access, contacts with 
local associations and respondents who were motivated to 
respond may not be representative of all services users or 
professionals. The autistic adults and the adults described by 
carers may not be directly comparable since the ages, gender 
distribution and the degree of independence of these two 
groups appeared to be different. We also do not know the 
specific circumstances around the diagnosis of the autistic 
adults (i.e., provider discipline; type of service) which may 
both validate and impact the diagnosis and post-diagnosis 
experiences reported by them. Also, experiences of services reported by users versus  
professionals may not be directly comparable since profes-
sionals’ perceptions were based on a large sample of expe-
riences while users’ perceptions were limited to their own 
personal experience."
10-1007_s10803-021-04873-5.pdf,Union,"The autistic adults and the adults described by 
carers may not be directly comparable since the ages, gender 
distribution and the degree of independence of these two 
groups appeared to be different. We also do not know the 
specific circumstances around the diagnosis of the autistic 
adults (i.e., provider discipline; type of service) which may 
both validate and impact the diagnosis and post-diagnosis 
experiences reported by them. Also, experiences of services reported by users versus  
professionals may not be directly comparable since profes-
sionals’ perceptions were based on a large sample of expe-
riences while users’ perceptions were limited to their own 
personal experience. Future research should systematically recruit a larger, rep-
resentative sample of autistic adults/carers and professionals 
with knowledge of services for autistic adults (Bejarano-
Martín et al. 2020). Conclusion
The ASDEU survey provided a rich overview of the state 
of autistic adult diagnostic services and care in 11 coun -
tries of the European Union. Knowledge about availability Journal of Autism and Developmental Disorders 
1 3
of autism diagnostic services for adults varied considerably 
by respondent group and adult characteristic but notably less 
than half of respondents reported that the information on 
how to get a diagnosis was easy to find or to understand and 
knowledge of local diagnostic models that work well for 
autistic adults was generally low. In particular, the results 
indicated variation in the degree of alignment between pub-
lished guidelines for services and care for autistic adults and 
what is actually experienced by services users and services 
professionals. The alignment between real-world experi-
ences and published guidelines was closest for the diagnos-
tic assessment process while the outlook for post-diagnostic 
support was much poorer, especially from the perspectives 
of autistic adults and carers. Discrepancies between actual 
service experiences and recommendations for services 
could serve as a guide for what questions to ask and where 
to focus future effort concerning diagnostic autistic adult 
services. Differences by gender or degree of independence 
of autistic adults in diagnostic services and post-diagnostic 
support experiences highlight the need to consider these 
important factors in future studies of autistic adult services."
10-1007_s10803-021-04873-5.pdf,Union,"2020). The 
conclusions and recommendations drawn on the basis of the 
survey could be used for designing future systematic studies 
addressing specific topic areas in autism diagnostic assess-
ment and in particular in post-diagnostic support services. Acknowledgments We are grateful to all participants who contributed 
to our study. Author Contributions All authors contributed to the conceptualiza-
tion, investigation, and writing—review and editing; formal analysis, 
MLS, TS, MM, DS, and AC; writing—original draft preparation, MLS, 
MM, and DS; funding acquisition for the survey dissemination and data 
collection/analysis (DGSANCO), Principal Investigator, MP, funding 
acquisition for the Italian participation at the survey, data analysis and 
writing (‘Osservatorio Italiano per il monitoraggio dei disturbi dello 
spettro autistico’ and ‘I disturbi dello spettro autistico: attività pre-
viste dal decreto ministeriale del 30.12.2016’), Principal Investigator, 
MLS. All authors have read and agreed to the published version of the 
manuscript. Funding This study was funded by the European Parliament and 
managed by the European Union, DGSANCO, [Ref. : SANCO/2014/
C2/035]. The Italian Ministry of Health projects ‘Osservatorio Italiano 
per il monitoraggio dei disturbi dello spettro autistico’ (Fasc. 1S49) 
and ‘I disturbi dello spettro autistico: attività previste dal decreto min-
isteriale del 30.12.2016’ (Fasc. 2S57) granted the contribution of the 
Italian data. Compliance with Ethical Standards  
Conflict of interest We have no conflict of interest to disclose.Open Access This article is licensed under a Creative Commons Attri-
bution 4.0 International License, which permits use, sharing, adapta-
tion, distribution and reproduction in any medium or format, as long 
as you give appropriate credit to the original author(s) and the source, 
provide a link to the Creative Commons licence, and indicate if changes 
were made."
10-1007_s10803-021-04873-5.pdf,Union,"Bancroft, K., Batten, A., Lambert, S., & Madders, T. (2012). The 
way we are: Autism in 2012. London, UK: The National Autistic 
Society. Bejarano-Martín, Á., Canal-Bedia, R., Magán-Maganto, M., Fernán-
dez-Álvarez, C., Cilleros-Martín, M. V., Sánchez-Gómez, M. C., 
... Posada de la Paz. (2020). Early detection, diagnosis and inter -
vention services for young children with Autism Spectrum Dis-
order in the European Union (ASDEU): Family and professional 
perspectives. Journal of Autism and Developmental Disorders, 50, 
3380–3394. https ://doi.org/10.1007/s1080 3-019-04253 -0. Cath, D. C., Ran, N., Smit, J. H., Van Balkom, A. J., & Comijs, H. 
C. (2008). Symptom overlap between autism spectrum disorder, 
generalized social anxiety disorder and obsessive-compulsive 
disorder in adults: A preliminary case-controlled study. Psycho-
pathology, 41(2), 101–110."
10-1007_s10803-021-05038-0.pdf,Union,"Vol. :(0123456789)1 3Journal of Autism and Developmental Disorders 
https://doi.org/10.1007/s10803-021-05038-0
ORIGINAL PAPER
Intervention Services for Autistic Adults: An ASDEU Study of Autistic 
Adults, Carers, and Professionals’ Experiences
Martina Micai1 · Antonio Ciaramella1 · Tommaso Salvitti1 · Francesca Fulceri1 · Laura Maria Fatta1 · Luise Poustka2 · 
Robert Diehm3 · Georgi Iskrov4,5 · Rumen Stefanov4,5 · Quentin Guillon6 · Bernadette Rogé6 · Anthony Staines7 · 
Mary Rose Sweeney7 · Andrew Martin Boilson7 · Thora Leósdóttir8 · Evald Saemundsen8 · Irma Moilanen9,10 · 
Hanna Ebeling9,10 · Anneli Yliherva9,11 · Mika Gissler12,13,14 · Tarja Parviainen15 · Pekka Tani16 · Rafal Kawa17 · 
Astrid Vicente18 · Célia Rasga18 · Magdalena Budişteanu19 · Ian Dale20 · Carol Povey20 · Noelia Flores21 · 
Cristina Jenaro21 · Maria Luisa Monroy22 · Patricia García Primo23 · Tony Charman24 · Susanne Cramer25 · 
Christine Kloster Warberg25 · Ricardo Canal‑Bedia21 · Manuel Posada23 · Maria Luisa Scattoni1  · 
Diana Schendel25,26,27
Accepted: 20 April 2021 
© The Author(s) 2021
Abstract
The Autism Spectrum Disorders in the European Union (ASDEU) survey investigated local services’ use experiences of 
autistic adults, carers and professionals with interventions for autistic adults. The majority of the 697 participants experi-
enced recommended considerations prior to deciding on intervention and during the intervention plan and implementation. Psychosocial interventions were the most commonly experienced interventions, while pharmacological interventions NOT 
recommended for core autistic symptoms were reported by fairly large proportions of participants. Family interventions were 
experienced slightly more commonly by carers than adults or professionals. Less than the 26% of autistic adult responders 
who had experienced challenging behaviors reported receiving an intervention to change them. These results provide insights 
for improving gaps in service provision of interventions among autistic adults."
10-1007_s10803-021-05038-0.pdf,Union,"Family interventions were 
experienced slightly more commonly by carers than adults or professionals. Less than the 26% of autistic adult responders 
who had experienced challenging behaviors reported receiving an intervention to change them. These results provide insights 
for improving gaps in service provision of interventions among autistic adults. Keywords Autism Spectrum Disorder · Adults · Interventions · Services
Introduction
The autistic condition is characterized by deficits in social 
communication and interaction, and restricted/repetitive 
repertoires of behaviors, interests and activities (Autism 
Spectrum Disorder, American Psychiatric Association, 
2013) and usually persists into adulthood (Howlin et al., 
2004, 2013; Woolfenden et al., 2012). Good practices using 
autistic adult-specific long-term treatments, however, are 
mostly unexplored. The Autism Spectrum Disorders in the 
European Union (ASDEU) project conducted a survey to 
collect information on services availability and experience related to autistic adult interventions in 11 European coun-
tries with the overall aim of determining how services for 
interventions were delivered to autistic adults. In particular, 
the present project aimed to investigate how well or how 
widely recommendations for autistic adults’ interventions 
were implemented in practice in community settings. Survey 
respondents were autistic adults, carers of autistic adults, 
and professionals in adult services. Questions concerned 
recommended items to consider when deciding on an inter -
vention for autistic adults, factors of positive intervention 
outcomes and factors to be considered when deciding on an 
intervention for challenging behavior such as self-harm or 
injury to others. In addition, the survey explored the use of 
psychosocial and pharmacological interventions, and family 
interventions for members of an adult’s family. In adulthood, some of the most relevant challenges that 
prompt interventions arise from core symptoms (i.e., repeti-
tive/restricted behaviors; deficits in social skills) and poor 
adaptive functioning that may impede independent living, Maria Luisa Scattoni and Diana Schendel are equally contributing 
authors."
10-1007_s10803-021-05038-0.pdf,Union,"In Europe, as in many communi -
ties, further development of adult intervention services is a 
current priority for many stakeholders ranging from autistic 
adults themselves, their parents and carers, professionals, 
professional advocacy organizations, and European coun-
tries governments and the health and social care sector. Supplementary Information The online version contains supplemen-
tary material available at https:// doi. org/ 10. 1007/ s10803- 021- 05038-0. Acknowledgements We are grateful to all participants who contributed 
to our study. This study was funded by the European Parliament and 
managed by the European Union, DGSANCO, [Ref. : SANCO/2014/
C2/035]. The Italian Ministry of Health projects ""Osservatorio Italiano 
per il monitoraggio dei disturbi dello spettro autistico"" (Fasc. 1S49) 
and ‘I disturbi dello spettro autistico: attività previste dal decreto min-
isteriale del 30.12.2016′  (Fasc. 2S57) granted the contribution of the 
Italian data. Author Contributions All authors contributed to the conceptualiza-
tion, investigation, and writing—review and editing; formal analysis, 
M.L.S, T.S., M.M."
10-1007_s10896-019-00036-4.pdf,Fund,"Trickett, P. K., & McBride-Chang, C. (1995). The developmental impact
of different forms of child abuse and neglect. Developmental
Review, 15 (3), 311 –337.Triplett, R., Higgins, G., & Payne, B. K. (2013). Experiences of domestic
violence as a child and career choice. Journal Family Violence,
28(3), 289 –297. United Nations Children ’s Fund (UNICEF) (2003). Definition of terms. UNICEF. Accessed from: http://www.unicef.org/lifeskills/index_
7308.html . Accessed 15 Sep 2018. Vu, N. L., Kouriles, E. N., McDonald, R., & Rosenfield, D. (2016)."
10-1007_s10899-021-10015-4.pdf,Fund,"The intensity of problematic 
esports betting increases with the involvement in other types of online games. In the group  Journal of Gambling Studies
1 3
of people actively involved in intensive esports betting, some do not experience its negative 
consequences. Engaged coping strategies proved to be a protective factor. Author’s contribution BL-K was responsible for conceptualization, funding acquisition, methodology, 
interpretation of data, project administration, supervision, original draft preparation, and review of the 
manuscript, and contributed to editing of the manuscript; RPB was responsible for data curation, formal 
analysis, visualization, and editing of the manuscript, and contributed to conceptualization, methodology, 
interpretation of data, and original draft preparation. All authors had full access to all data in the study and 
take responsibility for the integrity of the data and the accuracy of the data analysis. Funding The research was funded by a grant from the Ministry of Health, Gambling Problem Solving Fund 
awarded to BL-K (grant number: 10/HEK/2019). Declarations 
Conflict of interest The authors report no financial or other relationship relevant to the subject of this article. Ethical approval The study procedures were carried out under the Declaration of Helsinki. In Poland, each 
university establishes its own requirements concerning obtaining ethics committee consent for research par -
ticipation. At the John Paul II Catholic University of Lublin, psychological surveys are directed to such 
committees only in special cases, depending on the decision of the person in charge of the research project 
section. In the case of voluntary online surveys regarding issues widespread in the population, such necessity 
was not reported."
10-1007_s10902-016-9737-x.pdf,Union,"Hence, these results may perhaps provide yet further conﬁrmation
of the differences existing in this respect between the two sexes.Values Realized in Personal Strivings and Motivation, and …
123An important ﬁnding that indicates the importance attached to the extrinsic value of
ﬁnancial success by men appears to be inconsistent with the hypotheses proposed here,with the results of earlier research (e.g. Kasser and Ryan 1993 ,1996 ), and with the
assumptions of SDT (Deci and Ryan 2002 ). There are at least two ways in which to
interpret this result. One of them is to scrutinize the cultural and socioeconomic situation ofthe examined population. The standard of living in Poland is substantially lower than that enjoyed by people in the
USA or Germany (GDP per capita in the USA and Germany is more than twice the level in
Poland; e.g. based on the data by World Bank 2014 ; OECD 2014 ), Poland also being one
of the poorest members of the European Union (World Bank 2014 ; OECD 2014 ; Statistical
Ofﬁce of the European Communities 2014 ). Similarly to Sheldon and Kasser’s 1998 study,
ﬁnancial success was deﬁned here as ‘‘having a job that pays very well and having a lot ofnice possessions’’. In Poland, young adults with only average salaries effectively lack the wherewithal to
take out a more considerable bank loan or mortgage, also being often unable to pay fortheir education and cover the costs of improving their professional qualiﬁcations. There-fore, it seems that only by achieving ﬁnancial success, understood as ﬁnding a well-paidjob and earning an above-average salary, are young Poles able to attain a sense of securityand ﬁnancial independence. Why, then, did ﬁnancial success prove to be a signiﬁcant
predictor of meaning in life only for men? Again, this may at least in part be explained
when placed in a broader cultural context."
10-1007_s10902-019-00102-0.pdf,Fund,"Both, retirement studies and gender differences studies usually rely only on 
national samples or samples with different study protocols between countries, which may 
be a source of bias when generalized for universal processes. In sum, retirement did not strongly affect the well-being of new retirees. However, sig-
nificant heterogeneity was found between people, which appeared to be related to their baseline level, not changes over time. Past well-being is the best predictor of future well-
being, especially within a relatively short period of time. Groups that are disadvantaged in 
terms of well-being may compensate for this deficit by searching for values that symbolize power and achievement. Acknowledgements This research was supported by a Grant from the Polish–German Fund for Science 
(Project No. PNFN 2013-10). Compliance with Ethical Standards 
Conflict of interest The authors declare no conflict of interest of any kind. Open Access This article is distributed under the terms of the Creative Commons Attribution 4.0 Interna-
tional License (http://creat iveco mmons .org/licen ses/by/4.0/), which permits unrestricted use, distribution, 
and reproduction in any medium, provided you give appropriate credit to the original author(s) and the source, provide a link to the Creative Commons license, and indicate if changes were made. References
Andorfer, V. A., & Otte, G. (2013). Do contexts matter for willingness to donate to natural disaster relief?"
10-1007_s10943-020-01079-4.pdf,religious* group,"Discussion
The analyses found that religiosity, defined in terms of Allport’s classic typology of Intrinsic and Extrinsic Orientations, was positively related to three important aspects of daily social life: how enjoyable people found their time with others, how confi-dent and self–assured they felt when they were with other people, and how much contact they had with the opposite sex. Intrinsic Orientation and External Social Orientation were positively related to how enjoyable people found their social inter -
actions to be, and Personal Extrinsic Orientation was positively related to enjoy -
ment of interactions and to how confident and self-assured people felt. External 
Social Orientation was also negatively related to amount of opposite-sex contact. In addition, the extent to which people held orthodox Christian beliefs was positively related to how enjoyable their interactions were and to the amount of same-sex con-tact they had each day. When evaluating these results, it is important to keep in mind that the social 
milieu in which the study was conducted was primarily Christian. Although the university at which the study was conducted is not affiliated with a specific religious group (nor has it ever been), the majority of participants described 1 3Journal of Religion and Health 
themselves as Christian of some type (228 of 282). Moreover, the full sample 
average score on the Christian Orthodoxy scale was 6.87 (maximum score 9). There is an established body of research indicating that similarity leads to 
attraction (e.g., McPherson et  al. 2001), and the dominant explanation for this relationship is that attitudinal similarity is rewarding (e.g., Byrne and Nelson 1965). Individuals with higher scores on the CO  scale were probably more likely 
to interact with attitudinally similar others than individuals with lower scores on the CO scale, which would lead to more satisfying interactions. A connection between religiosity and social life is also suggested by the posi-
tive relationship between enjoyment and External Social Orientation (e.g., “I go to church mainly because I enjoy seeing people I know there”)."
10-1007_s10964-018-0824-7.pdf,Union,"Boys show a higher level ofsocialization and petri ﬁcation as well as a lower level of
deﬁance compared to girls. Thus, the circumplex of identity
formation allows for the description of both the trajectoriesof identity development and the personality underpinnings
of this process. Authors ’Contributions E.T.S. was responsible for the study design,
data collection, statistical analysis and preparing the ﬁrst draft of
manuscript. J.C. was responsible for the study design, data collectionand working on the ﬁnal version of the manuscript. Both authors read
and approved the ﬁnal version of the manuscript.Funding This research was funded by the Erasmus +Programme of
the European Union, strategic partnership project “Innovative Curri-
culum for Strong Identities in Diverse Europe (INSIDE) ”, No. 2016-1-
LT01-KA203-023220. Data Sharing Declaration The datasets analyzed during the current
study are not publicly available but are available from the corre-
sponding author on reasonable request. Compliance with Ethical Standards
Conﬂict of Interest The authors declare that they have no con ﬂict of
interest. Ethical Approval The present study has been approved by the Com-
mission on Ethics and Bioethics at Cardinal Stefan Wyszy ński Uni-
versity in Warsaw and has been performed in accordance with ethicalstandards. Informed Consent We obtained informed consent from parents of all
participating adolescents in the study."
10-1007_s11031-020-09853-3.pdf,Fund,"After completing the task, they were paid the amount of 20 PLN (in one zloty coins; app. 4.5 Euro) and thanked for partici-pation in the study. However, they were also informed that the study was run in cooperation with a local university charity organization which was currently raising money to help children in need. Each participant was presented with a description of the cause in writing, i.e., they read about a child suffering from a kidney disease (in one of the three versions, as presented in the Supplementary Materials; the version did not matter). Participants were informed that if they decided to support 
the cause, their money would be given to the charity in full. They were also told that the fund-raiser was not part of the study and that donations were entirely voluntary so their decision to take part was entirely up to them. Nevertheless, all participants were asked to answer several questions, allegedly for evaluation purposes, even if they decided not to donate any money. The questionnaire aimed to measure the desire to help (Want), the expectancy that this desire would be satisfied (Expectancy) , and to assess their attitude 
towards money. Since we wanted the participants to believe this was not a part of a study, we kept the questionnaire short and asked one question per each variable: To what extent is it important for you to help the child?—To measure Want; In your opinion, are campaigns like this effective?—
To measure Expectancy; and I carefully think about each zloty spent—to measure their attitude towards money (each responded on a 1–7 scale). Participants answered the questions in their cubicles so 
that they could have some privacy and not feel pressured in any way. After answering the questions, they were asked to put the questionnaire, along with the amount (if any) they were willing to donate, in the envelope and leave it on the desk (as participants were paid in single zloty coins, they could leave any amount ranging from 1 to 20 PLN)."
10-1007_s11031-020-09853-3.pdf,Fund,"All participants were enrolled in a 
lottery in which they could win three prizes of 50 PLN each. All subjects gave informed consent before participation in the study and were debriefed upon completion of the study. Fifteen participants failed our attention check (see 
below). Therefore, the final sample comprised N  = 190 par -
ticipants (156 women, 34 men; with the mean age M  = 23.06, 
SD = 3.68). Materials and procedureParticipants read a story about a child (or children) in need. Additionally, we manipulated the Expectancy of the fund-raiser’s success by adding information about the amount of money that had been collected so far. One group of par -
ticipants was told that: The money collection is ending soon and, so far, only 50,000 PLN has been collected ; this was the low Expectancy condition. Another group of partici-pants was told: The money collection is ending soon and, so far, 450,000 PLN has already been collected; this was the high Expectancy condition. All participants were given the information that 500,000 PLN needed to be raised. We assumed that by informing participants about the progress of the fund-raiser, we would influence their expectations of success regarding the whole campaign. The manipulations used in each condition are presented in the Supplementary Materials."
10-1007_s11031-020-09853-3.pdf,Fund,"Materials and procedureParticipants read a story about a child (or children) in need. Additionally, we manipulated the Expectancy of the fund-raiser’s success by adding information about the amount of money that had been collected so far. One group of par -
ticipants was told that: The money collection is ending soon and, so far, only 50,000 PLN has been collected ; this was the low Expectancy condition. Another group of partici-pants was told: The money collection is ending soon and, so far, 450,000 PLN has already been collected; this was the high Expectancy condition. All participants were given the information that 500,000 PLN needed to be raised. We assumed that by informing participants about the progress of the fund-raiser, we would influence their expectations of success regarding the whole campaign. The manipulations used in each condition are presented in the Supplementary Materials. We used the same measures of Want, Expectancy ( Cron-
bach’ s α = 0.75, M = 5.13, SD = 1.13), and donations as in 
Study 1. The participants’ attitudes toward money were also measured. An attention check question was also included (participants were asked to mark answer number 4). Results and discussion
Descriptive statistics and intercorrelations between the vari-
ables are presented in Table  1."
10-1007_s11031-020-09853-3.pdf,Fundraising,"However, even if Want is low, declared or actual help may still occur if the Expectancy regarding the per -
ceived effectiveness of helping is high. Although some researchers have implicated Expectancy  
as an influence on charitable-giving decisions (e.g., Ben-dapudi et al. 1996; Cryder et al. 2013a , b; Sharma and 
Morwitz 2016), their focus was on the separate (or addi-
tive) effects of affective (Want) and cognitive (Expectancy) 
responses to a person in need. In contrast to this, we dem-onstrate the interplay between these two factors, i.e., Want  
and Expectancy, via the results of three experimental studies 
presented in this paper. These help to tease apart the deter -
minants of helping under conditions of lowered desire to do so, an issue of great importance in public policymaking, and in the creation of successful fundraising strategies of many charity organizations. Electronic supplementary material The online version of this 
article (https ://doi.org/10.1007/s1103 1-020-09853 -3) contains 
supplementary material, which is available to authorized users. * Małgorzata Kossowska 
 malgorzata.kossowska@uj.edu.pl
1 Faculty of Philosophy, Institute of Psychology, Jagiellonian 
University, Ingardena 6, 30-060 Kraków, Poland
2 Faculty of Philosophy, Institute of Religious Studies, Jagiellonian University, Kraków, Poland
3 Department of Psychology, Maryland University, College Park, USA Motivation and Emotion
1 3
What motivates helping? Many researchers consider the desire to help victims as 
one of the most prominent motive driving declared or actual help (Hofmann and Dillen 2012; Butts et al. 2019). Desire is usually defined as an affectively charged moti-vation toward a certain object, person, or activity, whose satisfaction is associated with pleasure or a relief from displeasure (see Kavanagh et al."
10-1007_s11031-020-09853-3.pdf,Fundraising,"In fact, in the meantime we did additional study with completely different procedure when we manipulate Want . Although this time the manip-
ulation worked, and we replicate the previous results, we decided not to include this study into the paper to keep this paper more concise. However, we included this study into the Supplementary Material (see Study 0). Second, we also think that running the study about helping in COVID-19 situation can heavily influence the results (e.g., the helping mindset might be currently more salient than before). Thus, the replication of the previous results using exact the same procedures wouldn’t be possible and the results wouldn’t be comparable with the previous studies as the social context has changed drastically. From a pragmatic standpoint, our results suggest ways 
of designing an effective charitable fundraising or crisis relief campaigns, that is, campaigns that increase the audi-ence’s willingness to donate to victims or bodies tasked with handling the crisis (e.g. COVID-19 pandemic). Our results suggest that the message should address the prospects of goal attainment if just evoking emotions with regards to the victim is not possible. Past studies have suggested that pre-senting the victim by means of a photo depicting the victim’s circumstances (e.g., a photo of a hungry child expressing sadness) or with a specific background story about him/her (e.g., the hungry child’s parents died when he was 1 year old) will increase the audience’s emotional reactions to the victim’s plight, thereby also increasing their willingness to donate. Indeed, workers of non-governmental charities do their best to make people want to help others. However, other studies have demonstrated that many different factors can influence Want itself, such as outgroup biases (Stürmer et al."
10-1007_s11031-020-09853-3.pdf,Fundraising,"2006), prejudices against some groups (Abrams et al. 2016), and the identifiability of the person in need (Lee and Feeley 2016). It is difficult to successfully address all of 
these factors in any single charitable campaign. We sug-gest that charitable actions could be more effective when their work focuses on enhancing Expectancy, especially if it is difficult to evoke a desire to help. As shown here, even when desire is low, helping behavior might still be possi -
ble when expectancy is high. Therefore, our recommenda-tion for NGO’s, or any other fundraising organization, will be to always bear in mind that, by increasing the level of expectancy of success, the potential for helping behavior is thereby increased among donating recipients. This could be achieved, for example, by assuring the recipients that the money donated will be adequately invested, and that they will eventually obtain detailed information about how their donation helped. Indeed, recent studies show that informing people about effectiveness of the help increases donations, that is, charities presented as more effective are supported more compared to those presented as less effective (Caviola et al. 2020). Motivation and Emotion
1 3
Additionally, we argue that Expectancy  is also crucial for 
public policy makers. Schelling (1968) pointed out that one 
of the biggest obstacles in effective policy decision-making is the identified victim effect, i.e., peoples’ tendency to pref-erentially give to identified versus anonymous victims of misfortune."
10-1007_s11031-020-09853-3.pdf,Fundraising,"https ://doi.org/10.1177/09637 21412 45358 7. Hull, C. L. (1943). Principles of behavior: An introduction to behavior 
theory. New York: D. Appleton-Century Company, Incorporated. Karlan, D., & Wood, D. H. (2017). The effect of effectiveness: Donor 
response to aid effectiveness in a direct mail fundraising experi-ment. Journal of Behavioral and Experimental Economics,  66, 
1–8. https ://doi.org/10.1016/j.socec .2016.05.005. Kavanagh, D. J., Andrade, J., & May, J. (2005). Imaginary relish and 
exquisite torture: The elaborated intrusion theory of desire."
