Unnamed: 0.1,Unnamed: 0,name,orcid,doi,title,date,journal,filename,Article_ID
1019,1019,Tomasz Wojciech Zaleśkiewicz,https://orcid.org/0000-0002-4232-6151,https://doi.org/10.1111/apps.12145,Tell Me What I Wanted to Hear: Confirmation Effect in Lay Evaluations of Financial Expert Authority,2018,Applied Psychology,Tomasz_Wojciech_Zaleśkiewicz_10,10-1111_apps-12145
392,392,Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/pp/104715,List otwarty do Czytelników „Psychiatrii Polskiej”,2019,Psychiatria Polska,Józef_Gierowski_2,10-12740_pp_104715
394,394,Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.14656/pfp20190105,Temperamentalne predyktory strategii regulacji emocji negatywnych i pozytywnych u osób z zaburzeniami depresyjno-lękowymi,2019,Polskie Forum Psychologiczne,Józef_Gierowski_4,10-14656_pfp20190105
403,403,Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/pp/73973,Aggressiveness and the intensity of psychopathic symptoms – gender differences,2017,Psychiatria Polska,Józef_Gierowski_13,10-12740_pp_73973
405,405,Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.12740/app/78497,Marital relations of patients with myocardial infarction from the spouses’ perspective,2017,Archives of Psychiatry and Psychotherapy,Józef_Gierowski_15,10-12740_app_78497
407,407,Józef Gierowski,https://orcid.org/0000-0002-7497-1876,https://doi.org/10.1016/j.eurpsy.2017.01.1485,The specifics of psychotherapy of nuns,2017,European Psychiatry,Józef_Gierowski_17,10-1016_j-eurpsy-2017-01-1485
412,412,Agnieszka Monika Golec,https://orcid.org/0000-0002-7631-9486,https://doi.org/10.1002/jts5.69,Collective narcissism as a framework for understanding populism,2021-04-06,Journal of Theoretical Social Psychology,Agnieszka_Monika_Golec_5,10-1002_jts5-69
430,430,Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.1108/bjm-01-2017-0023,Development and validation of the team influence relations scale (TIReS),2018-01-02,Baltic Journal of Management,Damian_Wojciech_Grabowski_9,10-1108_bjm-01-2017-0023
139,139,Barbara Kożusznik,https://orcid.org/0000-0002-0574-8742,https://doi.org/10.1108/bjm-01-2017-0023,Development and validation of the team influence relations scale (TIReS): Beyond the measurement of individual influence in teams,2018,Balt. J. Manag,Barbara_Kożusznik_6,10-1108_bjm-01-2017-0023
431,431,Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.29119/1641-3466.2017.106.17,"Job satisfaction,work ethic and sense of coherence among call center employees",2017,Scientific Papers of Silesian University of Technology. Organization and Management Series,Damian_Wojciech_Grabowski_10,10-29119_1641-3466-2017-106-17
432,432,Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.18290/rpsych.2017.20.1-6en,Preliminary psychometric characteristics of the Polish version of the Religious Commitment Inventory–10 (RCI-10 PL) by Everett Worthington and colleagues,2017,Roczniki Psychologiczne,Damian_Wojciech_Grabowski_11,10-18290_rpsych-2017-20-1-6en
433,433,Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.15678/eber.2017.050202,Trust in Effective International Business Cooperation: Mediating Effect of Work Engagement,2017,Entrepreneurial Business and Economics Review,Damian_Wojciech_Grabowski_12,10-15678_eber-2017-050202
434,434,Damian Wojciech Grabowski,https://orcid.org/0000-0001-8589-4135,https://doi.org/10.18290/rpsych.2017.20.1-6pl,Wstępna charakterystyka psychometryczna polskiej wersji kwestionariusza Religious Commitment Inventory-10 (RCI-10-PL) Everetta Worthingtona i współpracowników,2017,Roczniki Psychologiczne,Damian_Wojciech_Grabowski_13,10-18290_rpsych-2017-20-1-6pl
457,457,Magdalena Zyta Jabłońska,https://orcid.org/0000-0003-4802-2842,https://doi.org/10.5406/amerjpsyc.134.1.0001,Positive—Negative Asymmetry in Evaluation of Natural Stimuli: Empirical Study in the Contrast Model of Similarity Extended to Open Sets,2021,The American Journal of Psychology,Magdalena_Zyta_Jabłońska_1,10-5406_amerjpsyc-134-1-0001
870,870,Maria Sidoruk-Grymuza,https://orcid.org/0000-0002-1919-3426,https://doi.org/10.5406/amerjpsyc.134.1.0001,Positive—Negative Asymmetry in Evaluation of Natural Stimuli: Empirical Study in the Contrast Model of Similarity Extended to Open Sets,2021-04-01,The American Journal of Psychology,Maria_Sidoruk-Grymuza_1,10-5406_amerjpsyc-134-1-0001
462,462,Magdalena Zyta Jabłońska,https://orcid.org/0000-0003-4802-2842,https://doi.org/10.4467/24498939ijcm.16.022.6703,Board-Level Recruitment Errors.  Areas of Most Common Occurrence and Prevention Methods,2017,International Journal of Contemporary Management,Magdalena_Zyta_Jabłońska_6,10-4467_24498939ijcm-16-022-6703
477,477,Kamila Anna Jankowiak-Siuda,https://orcid.org/0000-0002-0210-2487,https://doi.org/10.12740/pp/64270,"Psychometric properties of the Polish adaptation of short form of the Empathy Quotient (EQ-Short),Analiza wlasciwosci psychometrycznych polskiej wersji jezykowej Skroconej Skali Ilorazu Empatii (SSIE) - The Empathy Quotient (EQ-Short)",2017,Psychiatria Polska,Kamila_Anna_Jankowiak-Siuda_7,10-12740_pp_64270
875,875,Anna Halina Siwy-Hudowska,https://orcid.org/0000-0002-3026-853X,https://doi.org/10.12740/pp/64270,"Psychometric properties of the Polish adaptation of short form of the Empathy Quotient (EQ-Short),Analiza wlasciwosci psychometrycznych polskiej wersji jezykowej Skroconej Skali Ilorazu Empatii (SSIE) - The Empathy Quotient (EQ-Short)",2017,Psychiatria Polska,Anna_Halina_Siwy-Hudowska_3,10-12740_pp_64270
502,502,Aleksandra Anna Kołodziej,https://orcid.org/0000-0002-6042-8215,https://doi.org/10.12740/pp/onlinefirst/61414,Polish adaptation of Sexual Addiction Screening Test - Revised,2017-02-26,Psychiatria Polska,Aleksandra_Anna_Kołodziej_3,10-12740_pp_onlinefirst_61414
510,510,Monika Kornacka,https://orcid.org/0000-0003-2737-9236,https://doi.org/10.12740/pp/80301,"Report from the 9th International Congress of Cognitive Psychotherapy, Cluj-Napoca, 28.06.-01.07.2017.",2017-12,Psychiatria polska,Monika_Kornacka_8,10-12740_pp_80301
513,513,Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.7206/dec.1733-0092.123,"Irrelevant alternatives matter! Review of literature on the asymmetric dominance effect,NIEISTOTNE ALTERNATYWY WYBORU MAJA ZNACZENIE. PRZEGLAD WIEDZY O EFEKCIE ASYMETRYCZNEJ DOMINACJI",2019,Decyzje,Maciej_Kościelniak_3,10-7206_dec-1733-0092-123
517,517,Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.7366/1896180020174202,Zmiana w wyglądzie zewnętrznym polityka a jego wizerunek,2017,Psychologia Społeczna,Maciej_Kościelniak_7,10-7366_1896180020174202
480,480,Magdalena Żemojtel-Piotrowska,https://orcid.org/0000-0002-8017-8014,https://doi.org/10.7366/1896180020174202,Zmiana w wyglądzie zewnętrznym polityka a jego wizerunek.,2017,Psychologia Społeczna,Magdalena_Żemojtel-Piotrowska_36,10-7366_1896180020174202
517,517,Maciej Kościelniak,https://orcid.org/0000-0003-3452-864X,https://doi.org/10.7366/1896180020174202,Zmiana w wyglądzie zewnętrznym polityka a jego wizerunek,2017,Psychologia Społeczna,Maciej_Kościelniak_7,10-7366_1896180020174202
480,480,Magdalena Żemojtel-Piotrowska,https://orcid.org/0000-0002-8017-8014,https://doi.org/10.7366/1896180020174202,Zmiana w wyglądzie zewnętrznym polityka a jego wizerunek.,2017,Psychologia Społeczna,Magdalena_Żemojtel-Piotrowska_36,10-7366_1896180020174202
543,543,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1371/journal.pone.0203629,Eye tracking cognitive load using pupil diameter and microsaccades with fixed gaze,2018,PLoS ONE,Izabela_Krejtz_17,10-1371_journal-pone-0203629
544,544,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1002/jclp.22617,Positive online attentional training as a means of modifying attentional and interpretational biases among the clinically depressed: An experimental study using eye tracking,2018-09-15,Journal of Clinical Psychology,Izabela_Krejtz_18,10-1002_jclp-22617
689,689,John Nezlek,https://orcid.org/0000-0003-4963-3637 ,https://doi.org/10.1002/jclp.22617,Positive online attentional training as a means of modifying attentional and interpretational biases among the clinically depressed: An experimental study using eye-tracking,2018,Journal of Clinical Psychology,John_Nezlek_32,10-1002_jclp-22617
147,147,Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1002/jclp.22617,Positive online attentional training as a means of modifying attentional and interpretational biases among the clinically depressed: An experimental study using eye tracking,2018,JOURNAL OF CLINICAL PSYCHOLOGY,Paweł_Aleksander_Holas_14,10-1002_jclp-22617
544,544,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1002/jclp.22617,Positive online attentional training as a means of modifying attentional and interpretational biases among the clinically depressed: An experimental study using eye tracking,2018-09-15,Journal of Clinical Psychology,Izabela_Krejtz_18,10-1002_jclp-22617
689,689,John Nezlek,https://orcid.org/0000-0003-4963-3637 ,https://doi.org/10.1002/jclp.22617,Positive online attentional training as a means of modifying attentional and interpretational biases among the clinically depressed: An experimental study using eye-tracking,2018,Journal of Clinical Psychology,John_Nezlek_32,10-1002_jclp-22617
147,147,Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1002/jclp.22617,Positive online attentional training as a means of modifying attentional and interpretational biases among the clinically depressed: An experimental study using eye tracking,2018,JOURNAL OF CLINICAL PSYCHOLOGY,Paweł_Aleksander_Holas_14,10-1002_jclp-22617
545,545,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1016/j.genhosppsych.2017.04.013,Association of anxiety sensitivity-physical concerns and FVC with dyspnea severity in sarcoidosis,2017,General Hospital Psychiatry,Izabela_Krejtz_19,10-1016_j-genhosppsych-2017-04-013
152,152,Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1016/j.genhosppsych.2017.04.013,Association of anxiety sensitivity-physical concerns and FVC with dyspnea severity in sarcoidosis,2017,GENERAL HOSPITAL PSYCHIATRY,Paweł_Aleksander_Holas_19,10-1016_j-genhosppsych-2017-04-013
546,546,Izabela Krejtz,https://orcid.org/0000-0002-9827-8371,https://doi.org/10.1016/j.jrp.2017.09.002,Positive daily experiences can buffer the negative effects of daily stress: A conceptual replication,2017,Journal of Research in Personality,Izabela_Krejtz_20,10-1016_j-jrp-2017-09-002
154,154,Paweł Aleksander Holas,https://orcid.org/0000-0002-4210-3396,https://doi.org/10.1016/j.jrp.2017.09.002,Positive daily experiences can buffer the negative effects of daily stress: A conceptual replication,2017,Journal of Research in Personality,Paweł_Aleksander_Holas_21,10-1016_j-jrp-2017-09-002
554,554,Aleksandra Karolina Kroemeke,https://orcid.org/0000-0001-8707-742X,https://doi.org/10.1037/ccp0000398,Dyadic support and affect in patient-caregiver dyads following hematopoietic stem-cell transplantation: A diary study.,2019-04,Journal of consulting and clinical psychology,Aleksandra_Karolina_Kroemeke_7,10-1037_ccp0000398
567,567,Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.1089/cap.2020.0075,The Occurrence of Overweight and Obesity in Children and Adolescents with Attention-Deficit/Hyperactivity Disorder According to Three Different Diagnostic Criteria for Obesity.,2021-01,Journal of child and adolescent psychopharmacology,Katarzyna_Anna_Kuć_3,10-1089_cap-2020-0075
568,568,Katarzyna Anna Kuć,https://orcid.org/0000-0002-1474-8410,https://doi.org/10.1016/j.clinph.2020.05.028,Cortical source analysis of resting state EEG data in children with attention deficit hyperactivity disorder,2020,Clinical Neurophysiology,Katarzyna_Anna_Kuć_4,10-1016_j-clinph-2020-05-028
581,581,Wojciech Marek Kulesza,https://orcid.org/0000-0001-5457-6396,https://doi.org/10.7366%2F1896180020174006,Wpływowy kameleon. Przegląd badań z zakresu mimikry w kontekście technik wpływu społecznego,2017,Psychologia Społeczna,Wojciech_Marek_Kulesza_11,10-7366%2F1896180020174006
589,589,Zuzanna Kwissa-Gajewska,https://orcid.org/0000-0002-4033-1870,https://doi.org/10.5114/hpr.2017.67701,"Personality, cognitive appraisal and labor pain",2017,Health Psychology Report,Zuzanna_Kwissa-Gajewska_5,10-5114_hpr-2017-67701
592,592,Zuzanna Kwissa-Gajewska,https://orcid.org/0000-0002-4033-1870,https://doi.org/10.1007/s10865-017-9874-7,Relationship between daily pain and affect in women with rheumatoid arthritis: lower optimism as a vulnerability factor,2017-07,Journal of Behavioral Medicine,Zuzanna_Kwissa-Gajewska_8,10-1007_s10865-017-9874-7
599,599,Aleksandra Łuszczyńska,https://orcid.org/0000-0002-4704-9544,https://doi.org/10.1186/s12889-021-11822-5,The trajectory of COVID-19 pandemic and handwashing adherence: findings from 14 countries,2021,BMC Public Health,Aleksandra_Łuszczyńska_6,10-1186_s12889-021-11822-5
608,608,Aleksandra Łuszczyńska,https://orcid.org/0000-0002-4704-9544,https://doi.org/10.1136/bmjopen-2020-040183,Theory-based digital intervention to promote weight loss and weight loss maintenance (Choosing Health): protocol for a randomised controlled trial,2020,BMJ open,Aleksandra_Łuszczyńska_15,10-1136_bmjopen-2020-040183
615,615,Aleksandra Łuszczyńska,https://orcid.org/0000-0002-4704-9544,https://doi.org/10.1007/s40519-018-0496-z,"Body satisfaction and body weight in under- and healthy-weight adolescents: mediating effects of restrictive dieting, healthy and unhealthy food intake",2020-02,"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Aleksandra_Łuszczyńska_22,10-1007_s40519-018-0496-z
1058,1058,Karolina Zarychta-Zajączkowska,https://orcid.org/0000-0003-2072-0841,https://doi.org/10.1007/s40519-018-0496-z,"Body satisfaction and body weight in under- and healthy-weight adolescents: mediating effects of restrictive dieting, healthy and unhealthy food intake",2018-03-08,"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Karolina_Zarychta-Zajączkowska_13,10-1007_s40519-018-0496-z
615,615,Aleksandra Łuszczyńska,https://orcid.org/0000-0002-4704-9544,https://doi.org/10.1007/s40519-018-0496-z,"Body satisfaction and body weight in under- and healthy-weight adolescents: mediating effects of restrictive dieting, healthy and unhealthy food intake",2020-02,"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Aleksandra_Łuszczyńska_22,10-1007_s40519-018-0496-z
1058,1058,Karolina Zarychta-Zajączkowska,https://orcid.org/0000-0003-2072-0841,https://doi.org/10.1007/s40519-018-0496-z,"Body satisfaction and body weight in under- and healthy-weight adolescents: mediating effects of restrictive dieting, healthy and unhealthy food intake",2018-03-08,"Eating and Weight Disorders - Studies on Anorexia, Bulimia and Obesity",Karolina_Zarychta-Zajączkowska_13,10-1007_s40519-018-0496-z
623,623,Robert Jacek Mackiewicz,https://orcid.org/0000-0002-2990-2337,https://doi.org/10.3758/s13423-021-01977-y,"Recursion in programs, thought, and language",2021,Psychonomic Bulletin and Review,Robert_Jacek_Mackiewicz_1,10-3758_s13423-021-01977-y
631,631,Magdalena Maria Marszał-Wiśniewska,https://orcid.org/0000-0002-1423-3660,https://doi.org/10.2478/v10167-010-0181,POZNAWCZA REGULACJA EMOCJI U DZIECI W WIEKU 9-12 LAT - MODYFIKUJĄCA ROLA TEMPERAMENTU RODZICÓW,2018,Studia Psychologiczne,Magdalena_Maria_Marszał-Wiśniewska_3,10-2478_v10167-010-0181
638,638,Karolina Mazurowska,https://orcid.org/0000-0003-0914-1144,https://doi.org/10.18290/rh.2018.66.9-2,Relacje między przełożonym a podwładnym w Chinach — analiza wypowiedzi chińskich pracowników w świetle psychologii organizacji,2018,Roczniki Humanistyczne,Karolina_Mazurowska_3,10-18290_rh-2018-66-9-2
646,646,Agnieszka Dorota Mościcka-Teske,https://orcid.org/0000-0003-3265-8635 ,https://doi.org/10.13075/ijomeh.1896.01162,The relationship between psychosocial risks and occupational functioning among miners.,2019-02-27,International journal of occupational medicine and environmental health,Agnieszka_Dorota_Mościcka-Teske_1,10-13075_ijomeh-1896-01162
650,650,Błażej Stanisław Mroziński,https://orcid.org/0000-0002-5423-2291 ,https://doi.org/10.3917/anpsy1.201.0039,Applications of multilevel modeling in psychological science: Intensive repeated measures designs,2020,L’Année psychologique,Błażej_Stanisław_Mroziński_3,10-3917_anpsy1-201-0039
664,664,John Nezlek,https://orcid.org/0000-0003-4963-3637 ,https://doi.org/10.3917/anpsy1.201.0039,Applications of multilevel modeling in psychological science: Intensive repeated measures designs (Applications du modèle multiniveau dans les sciences psychologiques: Les plans à mesures répétées intensives). ,2020,Annee Psychologique,John_Nezlek_7,10-3917_anpsy1-201-0039
652,652,Błażej Stanisław Mroziński,https://orcid.org/0000-0002-5423-2291 ,https://doi.org/10.24425/ppb.2019.131004,Collective narcissism and in-group satisfaction predict different reactions to the past transgressions of the in-group,2019-12-29,Committee for Psychological Science PAS,Błażej_Stanisław_Mroziński_5,10-24425_ppb-2019-131004
657,657,Błażej Stanisław Mroziński,https://orcid.org/0000-0002-5423-2291 ,https://doi.org/10.3389/fpsyg.2017.00615,Time Frame Affects Vantage Point in Episodic and Semantic Autobiographical Memory: Evidence from Response Latencies,2017-04,Frontiers in Psychology,Błażej_Stanisław_Mroziński_10,10-3389_fpsyg-2017-00615
663,663,John Nezlek,https://orcid.org/0000-0003-4963-3637 ,https://doi.org/10.1515/humor-2020-0073,Relationships between everyday use of humor and daily experience,2021-02-23,HUMOR,John_Nezlek_6,10-1515_humor-2020-0073
682,682,John Nezlek,https://orcid.org/0000-0003-4963-3637 ,https://doi.org/10.1080/03670244.2019.1641801,Where the rubber meats the road: Relationships between vegetarianism and socio-political attitudes and voting behavior,2019,Ecology of Food and Nutrition,John_Nezlek_25,10-1080_03670244-2019-1641801
686,686,John Nezlek,https://orcid.org/0000-0003-4963-3637 ,https://doi.org/10.24425/119479, Integrated approach to personality and well-being.,2018,Polish Psychological Bulletin,John_Nezlek_29,10-24425_119479
1089,1089,Mariusz Zięba,https://orcid.org/0000-0002-3492-2236,https://doi.org/10.24425/119479,Integrated Approach to Personality and Well-being,2018-06-15,Polish Psychological Bulletin,Mariusz_Zięba_7,10-24425_119479
686,686,John Nezlek,https://orcid.org/0000-0003-4963-3637 ,https://doi.org/10.24425/119479, Integrated approach to personality and well-being.,2018,Polish Psychological Bulletin,John_Nezlek_29,10-24425_119479
1089,1089,Mariusz Zięba,https://orcid.org/0000-0002-3492-2236,https://doi.org/10.24425/119479,Integrated Approach to Personality and Well-being,2018-06-15,Polish Psychological Bulletin,Mariusz_Zięba_7,10-24425_119479
688,688,John Nezlek,https://orcid.org/0000-0003-4963-3637 ,https://doi.org/10.1037/pspp0000141,Negative consequences of maximizing in friendship selection. ,2018,Journal of Personality and Social Psychology,John_Nezlek_31,10-1037_pspp0000141
691,691,John Nezlek,https://orcid.org/0000-0003-4963-3637 ,https://doi.org/10.1080/03670244.2018.1536657,Relationships between vegetarian dietary habits and daily well-being. ,2018,Ecology of Food and Nutrition,John_Nezlek_34,10-1080_03670244-2018-1536657
692,692,John Nezlek,https://orcid.org/0000-0003-4963-3637 ,https://doi.org/10.1080/00224545.2017.1305326,"Self-construal, affective valence of the encounter, and quality of social interactions: Within and cross-culture examination.",2018,The Journal of Social Psychology,John_Nezlek_35,10-1080_00224545-2017-1305326
693,693,John Nezlek,https://orcid.org/0000-0003-4963-3637 ,https://doi.org/10.1111/jopy.12321,The dynamics of searching for meaning and presence of meaning in daily life,2018,Journal of Personality,John_Nezlek_36,10-1111_jopy-12321
694,694,John Nezlek,https://orcid.org/0000-0003-4963-3637 ,https://doi.org/10.1080/03670244.2018.1455675,"Vegetarianism, depression, and the five factor model of personality",2018,Ecology of Food and Nutrition,John_Nezlek_37,10-1080_03670244-2018-1455675
702,702,Magdalena Nowicka,https://orcid.org/0000-0002-1283-3267 ,https://doi.org/10.1016/j.schres.2017.12.018,Knowing when to stop: Aberrant precision and evidence accumulation in schizophrenia,2018,Schizophrenia Research,Magdalena_Nowicka_3,10-1016_j-schres-2017-12-018
711,711,Michał Ryszard Olszanowski,https://orcid.org/0000-0003-1771-2760 ,https://doi.org/10.1080/20445911.2019.1635605,Adjustment of cognitive control to the frequency of dual-task interference,2019-08-18,Journal of Cognitive Psychology,Michał_Ryszard_Olszanowski_9,10-1080_20445911-2019-1635605
712,712,Michał Ryszard Olszanowski,https://orcid.org/0000-0003-1771-2760 ,https://doi.org/10.1080/02699931.2017.1386622,Mixed matters: fluency impacts trust ratings when faces range on valence but not on motivational implications,2018,Cognition and Emotion,Michał_Ryszard_Olszanowski_10,10-1080_02699931-2017-1386622
975,975,Piotr Winkielman,https://orcid.org/0000-0003-2330-1802,https://doi.org/10.1080/02699931.2017.1386622,Mixed matters: fluency impacts trust ratings when faces range on valence but not on motivational implications,2017-10,Cognition and Emotion,Piotr_Winkielman_23,10-1080_02699931-2017-1386622
712,712,Michał Ryszard Olszanowski,https://orcid.org/0000-0003-1771-2760 ,https://doi.org/10.1080/02699931.2017.1386622,Mixed matters: fluency impacts trust ratings when faces range on valence but not on motivational implications,2018,Cognition and Emotion,Michał_Ryszard_Olszanowski_10,10-1080_02699931-2017-1386622
975,975,Piotr Winkielman,https://orcid.org/0000-0003-2330-1802,https://doi.org/10.1080/02699931.2017.1386622,Mixed matters: fluency impacts trust ratings when faces range on valence but not on motivational implications,2017-10,Cognition and Emotion,Piotr_Winkielman_23,10-1080_02699931-2017-1386622
714,714,Justyna Olszewska,http://orcid.org/0000-0002-7255-4542 ,https://doi.org/10.1027/1618-3169/a000506,Meaningful Versus Meaningless Sounds and Words,2021-01-12,Experimental Psychology,Justyna_Olszewska_2,10-1027_1618-3169_a000506
732,732,Paweł Maria Ostaszewski,https://orcid.org/0000-0003-0583-7697 ,https://doi.org/10.1007/s12144-017-9754-x,Assessing individual differences in discounting: Construction and initial validation of the Discounting Inventory,2017,Current Psychology,Paweł_Maria_Ostaszewski_7,10-1007_s12144-017-9754-x
743,743,Michał Parzuchowski,https://orcid.org/0000-0002-8960-0277 ,https://doi.org/10.1007/s12144-018-9861-3,You make all things special: Developing a scale to measure sympathetic magic in romantic relationships,2018,Current Psychology,Michał_Parzuchowski_6,10-1007_s12144-018-9861-3
786,786,Aleksandra Rabinovitch,https://orcid.org/0000-0002-4773-7814 ,https://doi.org/10.1007/s12144-018-9861-3,You make all things special: Developing a scale to measure sympathetic magic in romantic relationships,2020-10-08,Current Psychology,Aleksandra_Rabinovitch_3,10-1007_s12144-018-9861-3
743,743,Michał Parzuchowski,https://orcid.org/0000-0002-8960-0277 ,https://doi.org/10.1007/s12144-018-9861-3,You make all things special: Developing a scale to measure sympathetic magic in romantic relationships,2018,Current Psychology,Michał_Parzuchowski_6,10-1007_s12144-018-9861-3
786,786,Aleksandra Rabinovitch,https://orcid.org/0000-0002-4773-7814 ,https://doi.org/10.1007/s12144-018-9861-3,You make all things special: Developing a scale to measure sympathetic magic in romantic relationships,2020-10-08,Current Psychology,Aleksandra_Rabinovitch_3,10-1007_s12144-018-9861-3
744,744,Michał Parzuchowski,https://orcid.org/0000-0002-8960-0277 ,https://doi.org/10.5964/spb.v13i1.25506,New perspectives for Social Psychological Bulletin (Psychologia Społeczna),2018-04-11,Social Psychological Bulletin,Michał_Parzuchowski_7,10-5964_spb-v13i1-25506
746,746,Michał Parzuchowski,https://orcid.org/0000-0002-8960-0277 ,https://doi.org/10.1017/s0140525x16001035,Does distance from the equator predict self-control? Lessons from the Human Penguin Project,2017,Behavioral and Brain Sciences,Michał_Parzuchowski_9,10-1017_s0140525x16001035
771,771,Agnieszka Ewa Popiel,https://orcid.org/0000-0001-9990-4971 ,https://doi.org/10.1037/tra0001065,Neuroticism and PTSD symptoms: Gender moderates the mediating effect of peritraumatic emotions and dissociation.,2021-08,"Psychological trauma : theory, research, practice and policy",Agnieszka_Ewa_Popiel_2,10-1037_tra0001065
776,776,Agnieszka Ewa Popiel,https://orcid.org/0000-0001-9990-4971 ,https://doi.org/10.18290/rpsych.2017.20.2-1pl,Diagnoza zaburzeń osobowości: wybrane metody i modele diagnostyczne,2017,Roczniki Psychologiczne,Agnieszka_Ewa_Popiel_7,10-18290_rpsych-2017-20-2-1pl
778,778,Agnieszka Ewa Popiel,https://orcid.org/0000-0001-9990-4971 ,https://doi.org/10.18290/rpsych.2017.20.2-4pl,"Specyfika dezadaptacyjnych przekonań w zaburzeniach osobowości: charakterystyka psychometryczna polskiej translacji i trawestacji Kwestionariusza Przekonań (Personality Beliefs Questionnaire, PBQ)",2017,Roczniki Psychologiczne,Agnieszka_Ewa_Popiel_9,10-18290_rpsych-2017-20-2-4pl
782,782,Agnieszka Popławska,https://orcid.org/0000-0001-8689-6757 ,https://doi.org/10.1016/j.paid.2018.06.023,How many things do you (like to) do at once? The relationship between need for closure and multitasking preference and behavior,2018,Personality and Individual Differences,Agnieszka_Popławska_2,10-1016_j-paid-2018-06-023
783,783,Agnieszka Popławska,https://orcid.org/0000-0001-8689-6757 ,https://doi.org/10.1016/j.chb.2018.01.043,When frequent media multitaskers perform worse and when they do not: The role of self-regulation ability and strategy manipulation,2018,Computers in Human Behavior,Agnieszka_Popławska_3,10-1016_j-chb-2018-01-043
784,784,Aleksandra Rabinovitch,https://orcid.org/0000-0002-4773-7814 ,https://doi.org/10.1016/j.appet.2021.105121,Friends are not to be eaten: Children are reluctant to eat cookies that share physical and psychological human features due to their desire to relate to the food,2021,Appetite,Aleksandra_Rabinovitch_1,10-1016_j-appet-2021-105121
787,787,Aleksandra Rabinovitch,https://orcid.org/0000-0002-4773-7814 ,https://doi.org/10.1111/pere.12274,When do keepsakes keep us together? The effect of separation from a partner on directing attachment to inanimate objects,2019-06-23,Personal Relationships,Aleksandra_Rabinovitch_4,10-1111_pere-12274
789,789,Aleksandra Rabinovitch,https://orcid.org/0000-0002-4773-7814 ,https://doi.org/10.1080/10508619.2018.1482132,Perceptions of Divine Figures Among Polish People Struggling with Homelessness or Alcohol Addiction,2018-07-03,The International Journal for the Psychology of Religion,Aleksandra_Rabinovitch_6,10-1080_10508619-2018-1482132
793,793,Sylwiusz Retowski,https://orcid.org/0000-0002-6133-0658 ,https://doi.org/10.3389/fpsyg.2017.02318,How person-organization fit impacts employees' perceptions of justice and well-being,2018,Frontiers in Psychology,Sylwiusz_Retowski_4,10-3389_fpsyg-2017-02318
805,805,Marta Anna Roczniewska,https://orcid.org/0000-0003-0815-1455 ,https://doi.org/10.1515/ppb-2017-0023,"Are managers also 'crafting leaders'? the link between organizational rank, autonomy, and job crafting",2017,Polish Psychological Bulletin,Marta_Anna_Roczniewska_11,10-1515_ppb-2017-0023
810,810,Danuta Rode,https://orcid.org/0000-0001-5729-8168 ,https://doi.org/10.14691/cppj.24.1.227,Indywidualne i sytuacyjne korelaty depresji u osób odbywających karę pozbawienia wolności,2018,Czasopismo Psychologiczne,Danuta_Rode_4,10-14691_cppj-24-1-227
217,217,Magdalena Rode,https://orcid.org/0000-0002-4409-6396,https://doi.org/10.14691/cppj.24.1.227,Indywidualne i sytuacyjne korelaty depresji u osób odbywających karę pozbawienia wolności,2018,Czasopismo Psychologiczne,Magdalena_Rode_3,10-14691_cppj-24-1-227
810,810,Danuta Rode,https://orcid.org/0000-0001-5729-8168 ,https://doi.org/10.14691/cppj.24.1.227,Indywidualne i sytuacyjne korelaty depresji u osób odbywających karę pozbawienia wolności,2018,Czasopismo Psychologiczne,Danuta_Rode_4,10-14691_cppj-24-1-227
